#;Project;Tracker;Parent task;Status;Priority;Subject;Author;Assigned To;Updated;Category;Target version;Start date;Due date;Estimated time;% Done;Created;Story points;Velocity based estimate;Position;Remaining (hours);Tags;Description
43181;TypoScript Reference (TSref);Feature;;Closed;Should have;Integrate NULL value handling stdWrap.ifNull and stdWrap.if.isNull;Oliver Hader;Chris topher;3/3/2013 20:51;;6.0;20/11/2012;;;100;20/11/2012 23:23;;;913100;;;"Please add the following new properties to TSref - one name is *if*Null (like ifBlank; ifEmpty) and the other one is *is*Null (like isTrue; isFalse); so please watch on ""if"" vs. ""is"" since that happened to me as well... ;-)

1) In stdWrap section; before ifEmpty property; add new property

* Property: ifNull
* Datatype: string/stdWrap
* Description: If the content is null (PHP NULL type); the content is overridden with the value defined here.

2) In if section; before isTrue; add new property

* Property: isNull
* Datatype: stdWrap
* Description: If the resulting content of the stdWrap is null (PHP NULL type). Since null values cannot be assigned in TypoScript; only the stdWrap features are available below this property.

See #43133."
43246;Core APIs;Feature;Task #41919: Integrate changes for TYPO3 4.4 and 4.5;Closed;Should have;New extension configuration option: docPath;Francois Suter;Francois Suter;6/1/2013 20:26;;4.5.0;23/11/2012;;;100;23/11/2012 13:50;;;916350;;;Document new extension configuration option: docPath
43248;Core APIs;Feature;Task #41919: Integrate changes for TYPO3 4.4 and 4.5;Closed;Should have;Page tree and context-sensitive menu;Francois Suter;Francois Suter;6/1/2013 20:26;;4.5.0;23/11/2012;;;100;23/11/2012 14:24;;;916450;;;Document the ExtJS-powered page tree and how to add contextual menu items to it.
43704;ReST tools;Feature;;Resolved;Should have;"Provide new theme ""typo3""";Martin Bless;Martin Bless;7/12/2012 12:35;;;7/12/2012;;;100;7/12/2012 10:34;;;939050;;;"Up to now since Nov. 2011 we've been using the ""hacked adhoc"" theme ""typo3sphinx"". Currently we have the new much more TYPO3-alike theme ""t3org"".

Let's create a variant of ""t3org"" theme and name it ""typo3"" and deliver this as new rendering default. It would look like typo3.org and like docs.typo3.org but does not have the menu in it."
43754;Get The Docs;Feature;;Resolved;Should have;Clean up files after a grace period of time;Fabien Udriot;;13/12/2012 23:36;;;8/12/2012;;;100;8/12/2012 13:59;;;941550;;;
43770;TYPO3.Docs;Feature;;New;Should have;Generate a parameterizable JSON view for Documents;Fabien Udriot;;8/12/2012 17:37;;;8/12/2012;;;0;8/12/2012 17:37;;;942350;;;
43775;ReST tools;Feature;;Resolved;Should have;Improve navigation;Jigal van Hemert;Martin Bless;12/3/2014 12:18;;;8/12/2012;;;0;8/12/2012 17:50;;;942600;;;"Especially when the long chapters will be cut into smaller chapters (perhaps even single properties) local navigation (to neighbouring chapters) becomes more important.
Also navigation to the same chapter/page in the documentation for other branches of TYPO3 will be useful (once we them).

Examples:

http://dev.mysql.com/doc/refman/5.1/en/replace.html
http://nl3.php.net/preg_match"
44053;TYPO3.Docs;Feature;;New;Should have;Enable to fetch documentation from other data-source;Fabien Udriot;;17/12/2012 14:29;;;17/12/2012;;;0;17/12/2012 14:29;;;956400;;;"* Github would be the first ""repository type"" crossing my mind. 
* Define a namespace for that documentation (e.g ""draft""; ""contrib"")
* Maintain a data-source file
"
44901;TypoScript Reference (TSref);Feature;;Closed;Should have;"Add documentation for new property ""template"" of cObject FLUIDTEMPLATE";Christian Kuhn;Chris topher;29/4/2013 23:38;;6.1;29/1/2013;;;100;29/1/2013 11:30;;;998600;;;Documentation for feature #39767
44987;TypoScript Reference (TSref);Feature;;Closed;Should have;"Add documentation for ""settings"" of cObject FLUIDTEMPLATE";Christian Kuhn;Chris topher;29/4/2013 23:38;;6.1;30/1/2013;;;100;30/1/2013 17:42;;;1001800;;;
45047;Documentation;Feature;;New;Must have;Assign documentation to version;Patrick Crausaz;;1/7/2013 18:20;;;31/1/2013;;;0;31/1/2013 18:13;;;1004650;;;"Any documentation must have an assignment to the software version that is documented.
A lot of documentation is totaly obsolete; because a lot of code has changed. 
How can you be sure; that the documentation is up to date?

Core:
For example the documentation ""File Abstraction Layer"" must have in the documentation header: ""assigned to:  TYPO3 v6.0.0""
http://docs.typo3.org/typo3cms/FileAbstractionLayerReference/

Extensions:
This would also be very useful for TER extension documentations.
If the ext developpers needs to fill in this information; I think the documentation would gain more quality.
Imagin an update of your extension to 2.0 but the documentation is still assigned to version 1.4 - you will soon have a issue on forge to update your documentation.

(with the upcomming TER clean up 2013; this would be the perfect date to do such changes; as the ext devs anyway has to update their documentations )"
45558;Core APIs;Feature;;Closed;Should have;Records collections;Francois Suter;Francois Suter;16/5/2013 23:13;;6.0;18/2/2013;;;100;18/2/2013 8:38;;;1029800;;;"In TYPO3 4.7 records collections were introduced (table sys_collection). Although not used yet in the Core; this feature should be documented (usage; API).

References:

* http://forge.typo3.org/issues/32076
* http://forge.typo3.org/issues/32147
* https://review.typo3.org/#/c/6968/
"
46347;Core APIs;Feature;;Closed;Should have;Document namespaces;Francois Suter;Francois Suter;16/5/2013 23:13;;6.0;15/3/2013;;;100;15/3/2013 22:51;;;1068550;;;"Explanations from Helmut in the dev list:

Currently for extensions there can only be one segment for the vendor name.

The rule is \<VendorName>\<ExtensionKey>\<Folder1>\<Folder2>\<ClassName>

While the extension key must be transformed from underscores to upper camel case and the folders must reside in a ""Classes"" folder on the top level inside the extension folder and lastly the class file must be named exatly like the class (case sensitive!) with a trailing "".php""

For core classes we built in exceptions in many places; so that we coud use ""TYPO3"" as the vendor and ""CMS"" as the product name; before the segment with the extension key starts. This has been done to not have conflicting namespaces e.g. for Fluid if we would have skipped the product name ""CMS""
"
46390;TypoScript Reference (TSref);Feature;;Closed;Should have;Add documentation of stdWrap to config.pageTitleSeparator;Christian Kuhn;Chris topher;29/4/2013 23:38;;6.1;17/3/2013;;;100;17/3/2013 21:46;;;1070700;;;#35223 added stdWrap to config.pageTitleSeparator
46392;Core APIs;Feature;;Closed;Should have;Xclass changes;Francois Suter;Francois Suter;16/5/2013 23:13;;6.0;17/3/2013;;;100;17/3/2013 22:15;;;1070800;;;"Update the section about XCLASSes to reflect the new way of doing things since TYPO3 CMS 6.0.

http://wiki.typo3.org/Xclass"
46440;TCA Reference;Feature;;Closed;Should have;Add 'foreign_table_defaultValues' to 'inline' type documentation;Sebastian Michaelsen;Francois Suter;1/8/2014 14:22;;6.2.0;19/3/2013;;;100;19/3/2013 16:53;;;1073200;;;"'foreign_table_defaultValues' is an associative array; where the keys are fields of the table 'foreign_table' and the values are default values that are set whenever a new record is created for that table in this inline field.

*Example*
<pre>
config => array(
  'type' => 'inline';
  'foreign_table' => 'tt_content';
  'foreign_table_defaultValues' => array(
    'CType' => 'image'
  );
)
</pre>
*This feature is present since TYPO3 6.1; see #46124*"
46667;TSconfig;Feature;;Closed;Should have;mod.web_list.noExportRecordsLinks;Christian Kuhn;Christian Woebbeking;29/4/2013 23:38;;6.1;25/3/2013;;0.50;100;25/3/2013 21:02;;;1084350;;;"Page TSconfig

Section mod -> web_list

Property: noExportRecordsLinks

Data type: boolean

If set; the ""Export"" and ""Download CSV file"" buttons are not shown."
46687;ReST tools;Feature;;Rejected;Could have;Advertise Sphinx usage;Francois Suter;;17/7/2013 11:59;;;26/3/2013;;;0;26/3/2013 14:29;;;1085350;;;"I don't know if it makes sense and it is definitely nothing urgent; but it seems possible for the tool Wappalyzed to detect usage of Sphinx in a site; if it finds some specific snippet of code in the page.

See http://forge.typo3.org/issues/46661"
46800;TypoScript Reference (TSref);Feature;;Closed;Should have;Document new stdWrap feature addPageCacheTags;Christian Kuhn;Chris topher;29/4/2013 23:38;;6.1;30/3/2013;;;100;30/3/2013 12:27;;;1090750;;;"Property: addPageCacheTags
Data type: string /stdWrap
Description: Comma separated list of cache tags; which should be added to the page cache.

See #34403."
46819;TCA Reference;Feature;;Closed;Should have;Support multiple display conditions in TCA;Christian Kuhn;Francois Suter;29/4/2013 22:39;;6.1.0;31/3/2013;;;100;31/3/2013 17:01;;;1091650;;;"http://docs.typo3.org/typo3cms/TCAReference/Reference/Columns/Index.html

TCA reference
Section ""columns""
Part ""displayCond""

Single display conditions can be combined with boolean logic and nested; possible keys are OR and AND:
Example:

<pre>
array(
	'AND' => array(
		'FIELD:testField:>:9';
		'FIELD:testField:<:11';
	);
);
</pre>"
46945;Coding Guidelines;Feature;;Resolved;Should have;Improve readability of long conditions;Markus Klein;Chris topher;8/5/2013 2:05;;6.0.0;5/4/2013;;;100;5/4/2013 17:25;;;1097900;;;"As agreed on the Core list. The following Change is suggested:

Whenever long conditions require a wrap; the individual lines should be formatted as follows.

<pre>
<if|while|...> (condition1 && condition2
     && condition3
     && averylongcondition4
) {
     statement;
}
</pre>
"
47862;TSconfig;Feature;;Closed;Should have;RTE configuration;Francois Suter;;11/8/2016 17:02;;;3/5/2013;;;0;3/5/2013 11:55;;;1143300;;;"The RTE configuration is done using Page TSconfig. This is actually documented in Core APIs.

There should be a link to that section from the TSconfig Reference; for the sake of completeness.

The target is @<t3api:transformations-tsconfig>@ (label available in the upcoming version 6.0 of Core APIs)."
47944;TCA Reference;Feature;;Closed;Should have;TCA displayCond options BIT and !BIT;Stefan Neufeind;Francois Suter;1/8/2014 14:22;;6.2.0;5/5/2013;;;100;5/5/2013 13:53;;;1147400;;;"http://docs.typo3.org/typo3cms/TCAReference/Reference/Columns/Index.html

Currently these rule values can be used:
    FIELD:


[...]

Add:
BIT / !BIT : Considers the field value as an integer; applys the given bitmask and evaluates it if one of the bits is set (result is not zero)."
47945;TypoScript Reference (TSref);Feature;;Resolved;Should have;Document stdWrap for strPad properties;Stefan Neufeind;Chris topher;29/5/2013 19:36;;6.2;5/5/2013;;;100;5/5/2013 14:01;;;1147450;;;"Just add ""stdWrap"" to the data-type in the doc:
http://docs.typo3.org/typo3cms/TyposcriptReference/Functions/Strpad/Index.html
for all three properties. For example:
length: integer -> integer /stdWrap

See #43604."
48283;FAL Documentation;Feature;;New;Should have;FAL and selicon_field;Sabine Deeken;;21/12/2013 19:19;;;16/5/2013;;;0;16/5/2013 16:29;;;1164100;;;"Hi there;
I'm trying FAL at my current work - and can not find how to create a selicon from a FAL-field - is this already possible or not?


'selicon_field' => 'img';
'selicon_field_path' => 'fileadmin/user_upload/gameimg/'; (but would be obsolete; not?)

best regards;
Sabine


		"
48759;Core APIs;Feature;;Resolved;Should have;Describe folder structure;Felix Kopp;Francois Suter;6/3/2014 16:37;;6.2;1/6/2013;;;100;2/6/2013 0:03;;;1187750;;;"http://docs.typo3.org/typo3cms/CoreApiReference/ExtensionArchitecture/FilesAndLocations/Index.html mentions extension builder to kick start.


To document the central folder structure and to point out that flow folder structure is used we should include:

Flow:
http://docs.typo3.org/flow/TYPO3FlowDocumentation/TheDefinitiveGuide/PartIII/PackageManagement.html#package-directory-layout

TYPO3 CMS:

- Classes/Controller (MVC Controller)
- Classes/Domain/Model (MVC Domain model classes)
- Classes/Domain/Model/Repository (MVC Repositories)
- Classes/ViewHelpers (helper classes used in view)
- Configuration/TypoScript (setup.txt/?)
- Configuration/TCA (one file per database table named as table)
- Documentation
- Resources/Private/Languages (XLF files)
- Resources/Private/Layouts (central layout)
- Resources/Private/Partials (partial layouts for repetitive use)
- Resources/Private/Templates (one template per action)
- Resources/Public/Css
- Resources/Public/JavaScript
- Tests/Unit"
48761;Core APIs;Feature;;Resolved;Should have;Auto-Loading;Felix Kopp;Francois Suter;6/3/2014 17:35;;6.2;2/6/2013;;;100;2/6/2013 0:26;;;1187850;;;"According to http://docs.typo3.org/typo3cms/CoreApiReference/ApiOverview/Autoloading/Index.html#autoload-examples-extbase class name should reflect folder structure. That is not state-of the art.

Since namespaces were introduced class names do not reflect the folder path any longer:

EXT: be_user

namespace TYPO3\CMS\Beuser\Domain\Model;
class BackendUser extends ? {}

in folder
-> EXT: be_users/Classes/Domain/Model/BackendUser.php

Thus namespace reflects the folder structure while class name is as short as possible.



So:

In chapter ""Consider the following"".
Let us add the namespace
and strip the class name.

"
48928;ReST tools;Feature;;New;Should have;Tool to convert GoogleDoc to ReST;Xavier Perseguers;;6/6/2013 18:48;;;6/6/2013;;;0;6/6/2013 18:48;;;1196100;;;"Here is a project converting GoogleDoc to Markdown:

https://github.com/mangini/gdocs2md

Don't know if it can be useful but I document it here."
49106;TypoScript Reference (TSref);Feature;;Resolved;Should have;"Add new option ""includeRecordsWithoutDefaultTranslation"" for select() function";Markus Klein;Chris topher;19/3/2014 18:36;;6.2;13/6/2013;;;100;13/6/2013 18:40;;;1204950;;;"A new option is being introduced for the select() function. [1]

See #24005:

If content language overlay is activated and the option ""languageField"" is set; the new option ""includeRecordsWithoutDefaultTranslation"" (bool) allows to additionally fetch records; which do *not* have a parent in the default language.

[1] http://docs.typo3.org/typo3cms/TyposcriptReference/Functions/Select/Index.html"
49107;TypoScript Reference (TSref);Feature;;Resolved;Should have;Allow stdWrap functionality for _DEFAULT_PI_VARS;Markus Klein;Chris topher;7/8/2013 17:35;;6.2;13/6/2013;;;100;13/6/2013 19:33;;;1205000;;;Allow recursive stdWrap on _DEFAULT_PI_VARS. See #22045.
49356;TSconfig;Feature;;Resolved;Should have;Exclude doktypes from pagetree by user TSconfig;Christian Kuhn;;10/10/2013 21:35;;6.2;23/6/2013;;;100;23/6/2013 14:04;;;1217400;;;"Document the new User TSconfig property excludeDoktypes; which
allows to hide pages with certain doktypes in the page tree.

See #49279"
49468;TypoScript Reference (TSref);Feature;;Resolved;Could have;Alphabetical ordering for Content Objects;Francois Suter;Chris topher;28/6/2013 21:17;;4.7.0;27/6/2013;;;100;27/6/2013 12:58;;;1223000;;;"In page http://docs.typo3.org/typo3cms/TyposcriptReference/ContentObjects/Index.html; the content objects are ordered in no particular way. I suppose that - historically - there might have been an order of importance; but it has been lost as objects were added. I would suggest to make the TOC alphabetical. It would make it much easier to spot a particular object's chapter.

What do you think?"
49517;TypoScript Reference (TSref);Feature;;Resolved;Should have;getText: Debug output for register and page variables;Stefan Neufeind;Chris topher;29/6/2013 18:36;;6.2;29/6/2013;;;100;29/6/2013 14:30;;;1225450;;;"It was already possible to show data- and rootline-information as debug-output via TypoScript.

10 = TEXT
10.data = debug:data

New since 6.2 is to be able to debug $GLOBALS['TSFE']->register and $GLOBALS['TSFE']->page.

20 = TEXT
20.data = debug:register

30 = TEXT
30.data = debug:page


http://wiki.typo3.org/TSref/getText#debug:.3Cparameter.3E


Maybe in this step also check if other debug-params need to be added to the documentation as well."
49674;TSconfig;Feature;;Closed;Must have;New option for UserTS: options.pageTree.searchInAlias;Philipp Gampe;Christian Woebbeking;23/2/2014 22:50;;6.2;23/2/2014;23/2/2014;0.40;100;5/7/2013 10:23;;;1233200;0.00;;"If set; the search in the pagetree (filter) also filters on the alias field. There will be no highlight of matches in the search result for alias hits."
49716;TCA Reference;Feature;;Closed;Must have;label_func addition for rendering IRRE headers;Markus Klein;Francois Suter;1/8/2014 14:22;;6.2.0;5/7/2013;;;100;5/7/2013 21:17;;;1235200;;;"The new TCA option 'label_userFunc_options' allows to pass additional information to the label_userFunc.

Example:
<pre>
'ctrl' => array(
	'title' => 'LLL:EXT:lang/locallang_tca.xlf:theTable';
	'label' => 'uid';
	'label_userFunc' => 'UserFunc.php:UserFunc->getInlineLabel';
	'label_userFunc_options' => array(
		'special' => array(
			'this';
			'that'
		)
	)
)
</pre>

The <code>getInlineLabel()</code> can set the title as follows:
<pre>
public function getInlineLabel(array &$params) {
	$fields = isset($params['options']['special']) && is_array($params['options']['special'])
		? $params['options']['special']
		: array();
	$title = array();
	foreach ($fields as $f) {
		$title[] = $params['row'][$f];
	}
	$params['title'] = '<dl>' . implode(''; $title) . '</dl>';
</pre>"
49752;TSconfig;Feature;;Resolved;Should have;Add documentation of .icon to TCEFORMS.<table>.<field>.addItems;Benni Mack;;13/8/2016 17:37;;7;6/7/2013;;;0;6/7/2013 22:52;;;1237000;;;"For pageTSconfig TCEFORMS.<table>.<field>.addItems one can now add an icon as well. 

If someone adds a new value/label pair for a select field in
TCEforms/FormEngine; it is not possible to also add an icon to
the new option.

The patch adds another subelement for TSconfig to also add an
icon
<pre>
TCEFORM.pages.doktype.addItems {
	13 = My Label
	13.icon = sysext/t3skin/icons/gfx/i/pages.gif
}
</pre>
The icon path must be relative to the typo3/ directory.

See the syntax here: https://review.typo3.org/22067"
49807;Documentation;Feature;;Closed;Should have;Access extConf in displayCond;Sebastian Michaelsen;Sebastian Michaelsen;8/12/2015 18:19;;;9/7/2013;;;0;9/7/2013 10:30;;;1239700;;;Write documentation for http://forge.typo3.org/issues/49805 as soon as there is a patch.
49880;ReST tools;Feature;;Resolved;Must have;TypoScript Highlighting;Michiel Roos;Michiel Roos;24/8/2013 21:12;;Output tuning and integration;11/7/2013;;;100;11/7/2013 9:37;;;1243200;;;"Sections marked with :ts: should be syntaxhighlighted as TypoScript.

This requires a TypoScript Lexer for the Pygments code highlighter.

Please find a testing version attached.

I still need to fix the highlighting of the inclusion of toplevel objects (lib.something =< lib.somethingElse).

Otherwise it works fine for:
- comments
- braces
- numbers
- functions
- content objects 
- operators
- punctuation
- constants
- registers etc.
- paths
- strings (html)
- markers"
49975;Documentation;Feature;;New;Should have;stdWrap on form-element-defaultvalues;Stefan Neufeind;;12/7/2013 16:04;;;12/7/2013;;;0;12/7/2013 13:55;;;1247750;;;"Since #38163 it is now possible to also perform stdWrap on form-element defaultvalues.
https://review.typo3.org/#/c/12190/

imho it might be enough to just add /stdWrap to the documentation for value.

value
string /stdWrap
This attribute assigns the initial value to the object.


Example for adding a GET-variable to a subject-line for a contact-form:
value.dataWrap = {GP:subject}"
50119;TypoScript Reference (TSref);Feature;;Closed;Should have;Document FILES references offset and max;Marc Bastian Heinrichs;;14/10/2013 17:53;;;17/7/2013;;;0;17/7/2013 15:31;;;1254750;;;"Currently it is only possible to render all files by references
with the content object FILES. But a common use case is
that e.g. only the first image should be rendered.
This patch adds support for rendering files by reference
with a offset and maximum.

For the cObject FILES add

*offset*
integer /stdWrap
Offset of the first relation to return. If not set (default); relations beginning with the first one are returned.

and 

*max*
integer /stdWrap
Maximum number of relations to return. If not set (default); relations until the last one are returned.

See #44113."
50174;Core APIs;Feature;;Resolved;Should have;Add new chapter about ApplicationContext;Steffen Müller;;17/8/2013 13:35;;6.2;18/7/2013;;;100;18/7/2013 23:56;;;1257450;;;"ApplicationContext from Flow has been backported to TYPO3 CMS.

We have to backport the chapter about ApplicationContext from the ""TYPO3 Flow Documentation (definite guide)"":docs.typo3.org/flow/TYPO3FlowDocumentation/TheDefinitiveGuide/PartIII/Bootstrapping.html#the-typo3-flow-application-context
"
50748;ReST tools;Feature;;Resolved;Should have;Convert GIFs to PNGs in T3PythonDocBuilder;Martin Bless;Martin Bless;3/8/2013 0:49;;;2/8/2013;;;100;2/8/2013 23:44;;;1285750;;;
51003;FAL Documentation;Feature;;Resolved;Must have;Add explanation how to set user permissions;Helmut Hummel;;11/8/2013 21:36;;;10/8/2013;;;100;10/8/2013 18:03;;;1298350;;;"It is currently undocumented; that setting file permissions should not be set via the user record; but with User TSconfig instead.

Add that section to the FAL Documentation"
51162;TypoScript Reference (TSref);Feature;;Resolved;Must have;New categories special menu;Francois Suter;Francois Suter;29/8/2013 17:35;;6.2;18/8/2013;;;100;18/8/2013 22:05;;;1306250;;;"Feature #51161 proposes a new type of menu based on categories. For rendering this relies on a new type of special HMENU called ""categories""; which also makes it possible to create categories-based menu. The following will be added to the documentation:

# the new type of special menu ""categories""
# usage of "".value"" property to hold a list of comma-separated system categories uid's
# the two properties ""sort"" and ""order"" which allow to define a sorting for the pages

All properties have stdWrap capabilities.

The documentation will also mention additional values available for each page (currently; this is a field called ""_categories""; which contains the list of related categories; as a comma-separated list of uid's)."
51248;TypoScript Reference (TSref);Feature;;Closed;Should have;Adding Documentation for responsive Images;Ingo Schmitt;;22/8/2013 13:55;;6.2;22/8/2013;;2.00;100;22/8/2013 10:53;;;1310500;;;The Core Issue 49723 will add a new typoscript definition for sourcecollection and will add a layout key to the image rendering. The documentation must be added to TSref. 
51279;Documentation;Feature;;New;Should have;Add singlehtml link into extension docs;d.ros no-lastname-given;;23/8/2013 9:25;Documentation on typo3.org;;23/8/2013;;;0;23/8/2013 9:25;;;1312050;;;"At the moment the docs; eg. for news are missing the button for the singlehtml view. The functionality is there; so no big effort.


http://docs.typo3.org/typo3cms/extensions/news/latest

http://docs.typo3.org/typo3cms/extensions/news/latest/singlehtml/

Cheers

David"
51463;Inside TYPO3;Feature;;New;Should have;Import default data .t3d files if installing extension;Christian Kuhn;;28/8/2013 16:29;;;28/8/2013;;;0;28/8/2013 16:29;;;1321200;;;"I'm unsure if this is the correct documentation document.

The em patch introduced a nice feature: If a data.t3d file is delivered in an extenion in Initialisation/data.t3d; this t3d file is applied during *first* installation of the extension.

This will be used for the package management (intro / gov) later on to import default data sets like pages and content.

target version: 6.2"
51653;Documentation;Feature;;New;Must have;Add a nice message, how to create a manual, if a special version misses a manual;Kay Strobach;Martin Bless;2/9/2013 17:18;;;2/9/2013;;;0;2/9/2013 16:51;;;1330700;;;"Example:

http://docs.typo3.org/typo3cms/extensions/basictemplate/1.0.5/

The Page should contain this information:

* for this version there is no manual
* manuals for other versions
* a link where the author of the extension can learn how to built a documentation
* a link to the support forums like on: https://typo3.org/support/"
51846;ReST tools;Feature;;Resolved;Should have;Inclusion of video;Xavier Perseguers;Xavier Perseguers;9/9/2013 15:59;;;9/9/2013;;;100;9/9/2013 10:51;;;1340200;;;"It would be really nice to be able to include video in the documentation.

I created a few of them on Youtube and I could imagine including them in the HTML output solely using:

<pre>
.. only:: html

       .. youtube:: TShEf6YkREA

.. only:: pdf

       You may watch this for further help: http://www.youtube.com/watch?v=TShEf6YkREA
</pre>

!video.png!"
51954;Documentation;Feature;;Closed;Should have;Add documentation for the Categorization API.;Sebastian Michaelsen;;12/9/2013 16:08;Manuals;;12/9/2013;;;0;12/9/2013 15:34;;;1345550;;;"In TYPO3 6.0 a generic Categorization API was introduced which is missing official documentation. This is what we have so far: http://wiki.typo3.org/TYPO3_6.0#Category
IMO it should be a new chapter in ""TYPO3 API overview"":http://docs.typo3.org/typo3cms/CoreApiReference/ApiOverview/Index.html#api-overview ."
52001;TSconfig;Feature;;New;Should have;Document backend layout TS;Philipp Gampe;;16/9/2013 9:36;;;14/9/2013;;;0;14/9/2013 12:00;;;1347900;;;"The syntax of the backend layout records should be described in an own chapter.

The syntax definition can be derived from the backend layout wizard."
52079;Core APIs;Feature;;On Hold;Could have;New parameter for ExtensionManagementUtility::addModule;Ernesto Baschny;Francois Suter;8/10/2015 17:54;;6.2;17/9/2013;;;0;17/9/2013 15:21;;;1351750;;;"In #49643 Benni introduced a new parameter to ExtensionManagementUtility::addModule to be able to override (or completely replace) the conf.php file for BE modules.

The method is documented in Documentation/ApiOverview/MainClasses/UsefulFunctions/Index.rst and so this new parameter should be mentioned there.

Additionally a new option ""inheritNavigationComponentFromMainModule"" is available if one want to put a BE module in Web> without a pagetree.

This also makes the ""conf.php"" file and the included $MCONF and $MLANG variables obsolete. There are some mentions to $MCONF in the same documentation; those could adapted too."
52190;ReStructured Text Infrastructure;Feature;;Accepted;Should have;Create Settings.yml file upon conversion;Francois Suter;Martin Bless;12/3/2014 11:55;;;23/9/2013;;;0;23/9/2013 14:50;;;1357300;;;"I'm not sure in which subproject this should be reported; so I'm putting it at the root for now. When using ""get the docs"" to convert a manual; it would be nice if a default Settings.yml file were created. It is easy to forget it otherwise."
52427;Core APIs;Feature;;Resolved;Must have;Configuration/TCA/{tablename}.php undocumented;Stephan Schuler;Francois Suter;15/3/2014 22:36;;6.2;1/10/2013;;;100;1/10/2013 14:57;;;1368950;;;"Hey there.


Seems like the new feature about adding new TCA elements isn't well documented; currently.

Changes to 6.2 are:
* Having slots preconfigured in ext_tables isn't required any longer; it's just enough to have proper files placed in Configuration/TCA/{tablename}.php
* They kind of take the place of dynamicConfigFile
* Format is ""return the tca array part of that particular table"" instead of ""just overwrite/merge the $GLOBAL['TCA'] array"".

Maybe this documentation section should clearly point out that it's *only for new TCA objects*. When extending existing tables; like pages; you sill need to have ext_tables.php lines and use the _\TYPO3\CMS\Core\Utility\ExtensionManagementUtility::addFieldsToPalette_ call.

The current documentation sticks to the old fashioned way of always adding tca types to the ext_tables.php.


[1] http://typo3.org/fileadmin/t3org/images/FM-news/2013/releases/TYPO3-v6-1-whats-new.pdf; page 34
[2]: http://docs.typo3.org/TYPO3/CoreApiReference/ExtensionArchitecture/FilesAndLocations/Index.html


Kind regards;
Stephan."
52451;Core APIs;Feature;;Resolved;Should have;"Include a chapter on ""documenting your extension""";Ernesto Baschny;;7/11/2013 17:37;;6.2;2/10/2013;;;100;2/10/2013 10:00;;;1370150;;;"This part of the Docs:

http://docs.typo3.org/typo3cms/CoreApiReference/latest/ExtensionArchitecture/Index.html

could contain a chapter on how to document your extension. Some infos were already written in the comment box here by Xavier:

https://typo3.org/news/article/typo3-cms-62-lts-alpha3-released/

Xavier asked me to open this issue and assign it to him. Here is the issue; but I cannot assign it to him because he is not in the select box. :)"
52692;TSconfig;Feature;;Closed;Must have;Document User TSconfig for controlling  BE module visibility;Fabien Udriot;Francois Suter;27/11/2014 14:19;;6.2;11/10/2013;;;100;11/10/2013 11:20;;;1382100;;;"With #52482 we are about introducing User TSconfig for controlling 
BE module visibility. The patch introduces User TSconfig
which can be used to hide modules from the main menu.

In some User TSconfig:

<pre>
# Hide module groups ""file"" + ""help""
options.hideModules = file; help

# Append configuration to hide module ""func"" and ""info""
options.hideModules.web := addToList(func;info)

# Hide module BELogLog
options.hideModules.system = BelogLog
</pre>

The same effect can be achieved by putting in some ext_tables.php. The difference is that it will
apply to all BE Users / Groups.

<pre>
\TYPO3\CMS\Core\Utility\ExtensionManagementUtility::addUserTSConfig('options.hideModules := addToList(file; help)');
\TYPO3\CMS\Core\Utility\ExtensionManagementUtility::addUserTSConfig('options.hideModules.web := addToList(func;info)');
\TYPO3\CMS\Core\Utility\ExtensionManagementUtility::addUserTSConfig('options.hideModules.system = BelogLog');

</pre>"
52730;TCA Reference;Feature;;Closed;Should have;Placeholder property in some fields;Christian Kuhn;Francois Suter;1/8/2014 14:22;;6.2.0;12/10/2013;;;100;12/10/2013 21:54;;;1383950;;;"A happy little feature was introduced in 4.7 already; but never documented:

Some TCA fields (input / text?) can have a placeholder config option to hold a 'placeholder' value until user input was supplied.

See issue #33235 for the feature introduction and #52630 for a bugfix in this area."
52732;Installation and Upgrade Guide;Feature;;Resolved;Must have;"Document Install Tool Core Update and ""TYPO3_DISABLE_CORE_UPDATER""";Ernesto Baschny;Chris topher;1/4/2014 20:42;;6.2;12/10/2013;;;100;12/10/2013 22:49;;;1384050;;;"6.2 has received a new ""core updater"" mechanism in the Install Tool. And with it; a new setting provided for hosters who want to disable this feature. This has to be documented ""somewhere"" (most probably the ""Installation Guide"". I.e. the following:

h2. Core Updater Tool

The Install Tool provides a tool to update the TYPO3 Core itself under ""Important Actions"". For this to work; the following setup is required:

* Only works under Unix and MacOS (symlink support)
* typo3_src must be a symlink
* This symlink needs to be writable (and deletable) by the Webserver user
* Document Root needs to be writable
* One path above document root (""../"") needs to be writable (new directories allowed to be created)
* ""tar"" command available for extracting the core package

h3. Disabling the Core Updater

To disable the Core Updater functionality altogether (in order to avoid users using it in the Install Tool; i.e. if you have your own update mechanism); you can set this environment variable:

 TYPO3_DISABLE_CORE_UPDATER=1

For example in Apache:

 SetEnv TYPO3_DISABLE_CORE_UPDATER 1

This will disable the button in the Install Tool and all related functionality in the Install Tool."
