#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags,Description
56757,Documentation,Bug,"",Closed,Should have,http://docs.typo3.org/ not working - 404,Christian Toffolo,Francois Suter,2014-03-11 15:23,"","",2014-03-11,"","",0,2014-03-11 12:42,"","",1582000,"","","Visiting:
http://docs.typo3.org/

Result:
Not Found
The requested URL / was not found on this server."
56755,Extbase Book Translation,Bug,"",New,Must have,Adding a template,Felix Semmler,"",2014-03-11 11:18,"","",2014-03-11,"",0.25,0,2014-03-11 11:18,"","",1581900,"","","Wrong:
<f:for each=""{products}"" as ""product"">
....
<f:for>

Correct:
<f:for each=""{products}"" as=""product"">
....
</f:for>"
56685,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Cross-references to TSref should be internal,Xavier Perseguers,Xavier Perseguers,2014-03-09 19:35,"",6.2,2014-03-09,"","",100,2014-03-09 16:03,"","",1578400,"","",Many references have been introduced as cross-references to this document. Change them as internal references instead.
56627,TCA Reference,Bug,"",Closed,Should have,Default size for group-type fields,Francois Suter,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-03-06,"","",100,2014-03-06 22:08,"","",1575500,"","","The fix for bug #23552 proposes to introduce a default size for group-type fields, to avoid many problems in the backend. This default size (5) should be mentioned in the description of the ""size"" property."
56618,wiki.typo3.org,Bug,"",Resolved,Should have,Fix encoding problems,Chris topher,Chris topher,2014-03-08 16:05,"","",2014-03-06,"","",100,2014-03-06 19:26,"","",1575050,"","","The problem consists of several parts:

The wiki contains old data. Parts of this data use a wrong encoding:

h2. First part of the problem

There is data, which has been created _before_ 20060102213759 (2.1.2006). 

h3. Entries in the text table

In the text table, these are text entries with @old_id <= 20962@ (timestamp of the revision with old_id = 20962: 20051021095634). They are _not_ marked as ""utf-8"".
The next entry has old_id = 21714 (timestamp of the associated revision: 20060102213759). This and all newer entries _do have_ the utf-8 flag.

h3. Entries in the archive table

This also needs a check in the archive table:

There are 1258 rows, which do _not_ point to a ar_text_id (ar_text_id IS NULL).

The ""utf-8"" flag is _not_ set in ar_flags.

---

h2. Second part of the problem

There is data, created until between:

* broken edit comment:
** 2. Jan 2009 ""1"":http://wiki.typo3.org/Special:Undelete/Polish-translation-changelog and
** 12. Mai 2009 ""2"":http://wiki.typo3.org/Special:Undelete/Talk:De:installation_at_Hosteurope
** 12. Jun. 2009 ""3"":http://wiki.typo3.org/wiki/index.php?title=De:Books&action=history
** 11. Jul. 2009 ""4"":http://wiki.typo3.org/wiki/index.php?title=De:Installation_at_Hosteurope&offset=20121230110947&action=history
* edit comment OK:
** 31. Jul. 2009 ""5"":http://wiki.typo3.org/wiki/index.php?title=User_talk:Patchworker&offset=20101120000031&action=history
** 31. Aug. 2009 ""6"":http://wiki.typo3.org/wiki/index.php?title=History&action=history
** 21. Mär. 2010 (see ""here"":http://wiki.typo3.org/wiki/index.php?title=Special:Undelete&target=Fr:Hosting)

Query:
<code class=""sql"">
 SELECT * FROM revision where
 rev_timestamp > 20090711133645 # = rev_id 46246 - bis dahin ist's defintiv kaputt
 and rev_timestamp < 20090731062345 # = rev_id 46317 - ab da ist's OK
 limit 0, 200;
</code>

Inbetween are 62 revs from 11. July to 31. July.

I pick rev_id 46290; after that Daniel did several changes, which point to updates/bug fixes in the wiki being done. rev_id 46290 (timestamp 20090729151633) is the one I take as border between good and bad revs. 

20090729151633 then also is the border for the value of ar_timestamp in the archive table.


Data older than that shows wrong encoding e.g. in edit comments and such.

The way the encoding is broken is the same here as for the very old data (data created _before_ 20060102213759 = the part affected by problem 1). The fix for this part of the problem must be applied for the very first entries up to 20090729151633.

The fields that need checking (old fields up to date x):
* edit comments
* image descriptions and so on....

----

h2. Solution approach

A German umlaut ""ü"" is displayed as ""Ã¼"" ""example"":http://wiki.typo3.org/wiki/index.php?limit=50&tagfilter=&title=Special%3AContributions&contribs=user&target=80.219.6.224&namespace=&year=2014&month=-1. 
This problem happens when UTF-8-encoded data is displayed as latin1. However, we _do display_ that data as _UTF-8_, so it must miss one conversion to latin1.
Our content is in columns with binary encoding. This means MySQL functions, which convert encodings won't change anything with it, as - for MySQL - it currently _does not have_ any encoding. Something like the following double-convert can be used to convert them anyway:

<code class=""sql"">
 UPDATE tabelle SET spalte=CONVERT(CONVERT(spalte USING utf8) USING latin1) WHERE xxx_id < xyz;
</code>"
56584,TCA Reference,Bug,"",Closed,Must have,Default value can be set to NULL,Alexander Stehlik,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-03-05,"","",100,2014-03-05 23:09,"","",1573350,"","","Currently only strings are allowed as default values. Setting the default value to NULL would result in an empty string (even if @eval@ is set to @null@).

When the patch for #54412 is merged it will be possible to set the default value of a field to NULL when @null@ is set in the @eval@ configuration."
56545,Documentation Rendering,Bug,"",Closed,Must have,http://docs.typo3.org/typo3cms/extensions/ not accessible,Peter Murray,Xavier Perseguers,2014-12-05 18:31,"","",2014-03-04,"","",0,2014-03-04 18:02,"","",1571400,"","","Trying to access http://docs.typo3.org/typo3cms/extensions/ gives a 403 error:

> Forbidden
> 
> You don't have permission to access /typo3cms/extensions/stable/ on this server.
> 
> Additionally, a 403 Forbidden error was encountered while trying to use an ErrorDocument to handle the request.



"
56503,wiki.typo3.org,Bug,"",Resolved,Should have,Fix broken/missing images,Chris topher,Chris topher,2014-03-03 20:48,"","",2014-03-03,"","",100,2014-03-03 17:32,"","",1569300,"","","According to the output of 

 php maintenance/checkImages.php

we currently have some broken images in the installation:

<pre>
Duo_home-OK.gif: missing
Getting_started_html_6b563d4a.png: missing
</pre>

Check how this can be fixed."
56502,Core APIs,Bug,"",Resolved,Should have,slashes are not escaped in \r\n CoreApi,Tymoteusz Motylewski,Francois Suter,2014-03-06 16:37,"",6.2,2014-03-03,"","",100,2014-03-03 17:17,"","",1569250,"","","in the CoreApi manual in the file
Documentation/Rte/Transformations/Tsconfig/Index.rst
there is a snippet like:
<pre>
When entering the processor all \r\n linebreaks are converted to \n
         (13-10 to 10). When leaving the processor all \n is reconverted to
         \r\n (10 to 13-10).
</pre>

which is rendered as:
<pre>
When entering the processor all rn linebreaks are converted to n (13-10 to 10). When leaving the processor all n is reconverted to rn (10 to 13-10).
</pre>

solution:
 ""\"" should be escaped"
56391,wiki.typo3.org,Bug,"",Resolved,Should have,Invalid usernames,Chris topher,Chris topher,2014-03-12 19:58,"","",2014-02-27,"","",100,2014-02-27 17:00,"","",1563750,"","","There currently are some usernames in the database, which are invalid:

 SELECT * FROM user WHERE user_name LIKE "" %"");

shows a list of usernames starting with a space. MediaWiki cannot work correctly with these accounts and says they were illegal. The SSO adapter already _does_ include a validity check, where MediaWiki checks, if a username is legal or not - however, these accounts were created anyway.

Check, why/how these accounts could be created, although they are illegal.

Are they legal on typo3.org? Or was there some kind of error when the accounts were created?"
56347,Core APIs,Bug,"",Resolved,Must have,Document new API to register an Ajax handler for the backend,Helmut Hummel,Francois Suter,2014-03-27 22:39,"",6.2,2014-02-26,"","",100,2014-02-26 15:42,"","",1561550,"","","New API has been added to register backend ajax handlers.

<pre>
\TYPO3\CMS\Core\Utility\ExtensionManagementUtility::registerAjaxHandler('TxMyExt::process', '\Vendor\Ext\AjaxHanlder->process');
</pre>

Along with that, new API has been added to get the Ajax URL for a given AjaxId.
This URL will contain a CSRF protection token that will be checked
in the ajax.php dispatcher:

<pre>
$ajaxUrl = \TYPO3\CMS\Core\Utility\BackendUtility::getAjaxUrl('TxMyExt::process');
</pre>

It is recommended that this URL is then passed to the page renderer inline settings:

<pre>
$pageRenderer->addInlineSetting('MyExt', 'ajaxUrl', BackendUtility::getAjaxUrl('TxMyExt::process'));
</pre>

These settings can then be easily accessed in JavaScript context of that page:

<pre>
var ajaxUrl = TYPO3.settings.MyExt.ajaxUrl;
</pre>"
56279,TCA Reference,Bug,"",Closed,Must have,Add new way to register wizards in TCA to TCA reference,Helmut Hummel,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-02-25,"","",100,2014-02-25 16:11,"","",1558150,"","","#56268 adds a new way to register a wizard in TCA

The old way is to add:
<pre>
'script' => 'path/to/wizard.php'
</pre>


The new way is:
<pre>
'module' => array(
    'name' => 'wizard_name'
)
</pre>


For the new way to work it is required to add the wizard through the add module API as follows:

<pre>
\TYPO3\CMS\Core\Utility\ExtensionManagementUtility::addModulePath(
	'wizard_name',
	\TYPO3\CMS\Core\Utility\ExtensionManagementUtility::extPath($_EXTKEY) . 'path/to/wizard/'
);
</pre>

This requires a index.php and conf.php being present in that directory (maybe link to the documentation section of that API)
"
56231,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,"Chapter ""Backend Changes"": FAL metadata can be translated (not reproducible)",Michael Schams,Michael Schams,2014-03-01 11:52,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-24,"","",100,2014-02-24 11:10,"","",1555800,"","","Chapter ""Backend Changes"", slide ""File Abstraction Layer"", I am unable to reproduce this in TYPO3 6.2-dev (latest version from Git, 23/Feb/2013): Statement ""It is now possible to translate FAL meta data into frontend languages""

How can I reproduce this, so I can create screenshots for that? I do not get this icon in FAL (page with tiny globe). See Patrick's original slide attached."
56228,TSconfig,Bug,Feature #49674: New option for UserTS: options.pageTree.searchInAlias,Closed,Must have,Needless escaping character,Christian Woebbeking,Christian Woebbeking,2014-02-23 22:48,"",6.2,2014-02-23,2014-02-23,0.10,100,2014-02-23 22:14,"","",1555650,"","",Remove backslash
56227,TSconfig,Bug,Feature #49674: New option for UserTS: options.pageTree.searchInAlias,Closed,Must have,Wrong ReST Syntax,Christian Woebbeking,Christian Woebbeking,2014-02-23 22:48,"",6.2,2014-02-23,2014-02-23,0.10,100,2014-02-23 21:59,"","",1555600,"","",Wrong ReST Syntax because of Code block
56226,TSconfig,Bug,Feature #49674: New option for UserTS: options.pageTree.searchInAlias,Closed,Must have,Wrong ReST Syntax,Christian Woebbeking,Christian Woebbeking,2014-02-23 22:03,"",6.2,2014-02-23,2014-02-23,0.10,100,2014-02-23 19:57,"","",1555550,"","",Replace ?-? by ?\-?
56225,TSconfig,Bug,Feature #49674: New option for UserTS: options.pageTree.searchInAlias,Closed,Must have,Wrong ReST Syntax,Christian Woebbeking,Christian Woebbeking,2014-02-23 19:55,"",6.2,2014-02-23,2014-02-23,0.10,0,2014-02-23 19:36,"","",1555500,"","","After rending the file warnings.txt reported
/home/mbless/HTDOCS/git.typo3.org/Documentation/TYPO3/Reference/Tsconfig.git/Documentation/UserTsconfig/Options/Index.rst:760: WARNING: Literal block expected; none found."
56218,TYPO3 CMS - What's New,Bug,"",Closed,Should have,"Chapter ""Backend Changes"": removed slide (category-based menus)",Michael Schams,"",2014-03-27 23:09,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-23,"","",0,2014-02-23 04:29,"","",1555150,"","","Chapter ""Backend Changes"", slide ""Menu/Sitemap: Categories-based Menus"".
We planned for *two* slides in the English version due to the number of _expected_ screenshots. The second slide contains a note:

<pre>*TODO* determine, if two slides are appropriate (there are many images)</pre>

It turned out that one slide is ok to visualise the category-based menu functionality, so the second slide +should be removed+. See attached screenshot of the slide to be removed. Also update the framesubtitle and remove the ""(1)"".

This has to be done in *all* translations."
56217,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,"Chapter ""Backend Changes"": FAL missing file (not reproducible)",Michael Schams,Michael Schams,2014-03-01 10:35,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-23,"","",100,2014-02-23 03:54,"","",1555100,"","","Chapter ""Backend Changes"", slide ""File Abstraction Layer"", I am unable to reproduce this in TYPO3 6.2 beta5: Statement ""If indexer detects a missing file, a message is shown and a flag in the database record is set""

How can I reproduce this, so I can create screenshots for that? Simply deleting the file from the file system does not work?!

See Patrick's original slide attached."
56215,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,"Chapter ""Backend Changes"": interface has changed (wording and order of bullet points)",Michael Schams,"",2014-03-27 23:11,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-23,"","",0,2014-02-23 01:50,"","",1555000,"","","Chapter ""Backend Changes*, slide ""Module: Documentation"" (the one with the four bullet points left-hand-side and illustration right-hand-side).

In TYPO3 CMS 6.2 beta5, the item in the dropdown box changed from ""Manage Documentation"" to ""Download Documentation"". Therefore, wording needs to be updated *in all translations* (if translated slides use the terminology ""manage"").

I also swapped the last two bullet points: ""Use the Extension Manager.."" is the last point now and ""Function 'Download Documentation'..."" moved up one item.

See attached screenshot."
56206,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,FAL: filename (not the title) is shown in image header,Michael Schams,Michael Schams,2014-03-01 11:50,TYPO3 6.2 - For Editors (ReST),TYPO3 CMS 6.2,2014-02-22,"","",100,2014-02-22 06:42,"","",1554550,"","","Chapter *Backend Changes*, slide: ""File Abstraction Layer"": statement ""Filename and title are shown in FAL element header"".

I can not reproduce this in TYPO3 CMS 6.2 beta5. Only the filename (not the title) is shown in image header. Also see attached screenshot of Patrick's original slide (slide number 51).

I know, that the interface has changed. Is it possible that the core team removed this feature again? If this is the case, we have to remove this slide from the presentation and this affects +all+ translations of course. Clarification of this issue is essential :-)"
56033,Core APIs,Bug,"",Closed,Should have,Custom active tab in RTE element browser,Alexander Stehlik,"",2014-03-19 17:46,"","",2014-02-17,"","",0,2014-02-17 09:27,"","",1545950,"","","With the commit of the patch for #49036 a new setting will be available to link browser hooks called @prevent-act-override@.

This allows the hooks to set their own custom active tab.

Not sure where this should / can be documented though."
56021,TypoScript Reference (TSref),Bug,"",Resolved,Must have,"Missing info about ""forceOnTop"" for includeCSS",Markus Klein,Chris topher,2014-03-18 19:36,"",6.0,2014-02-16,"","",100,2014-02-16 17:43,"","",1545350,"","","[1] misses the documentation about the ""forceOnTop"" property.

Basically you can copy it from the includeJS text below.

[1] http://docs.typo3.org/typo3cms/TyposcriptReference/latest/Setup/Page/#includecss-array

This seems to be missing since the introduction of this feature."
56009,Core APIs,Bug,"",Closed,Should have,Introduction to XLIFF: maybe wrong example.,Christian Toffolo,Francois Suter,2014-02-16 16:11,"","",2014-02-16,"","",0,2014-02-16 14:39,"","",1544750,"","","Hi,
in the ""Introduction to XLIFF"":http://docs.typo3.org/TYPO3/CoreApiReference/Internationalization/Introduction/Index.html as an example of translation this scheme is followed:
<pre>
<trans-unit id=""id"" xml:space=""preserve"">
  <source>Text in default language</source>
  <target>Translation of 'Text in default language'</target>
</trans-unit>
</pre>

Isn't redundant to write again the <source> text since it is already in the original file?

I tested it and the <source> seems not needed to work.

Regards,
ian"
56003,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Clarify release agenda (TYPO3 releases in general),Michael Schams,Patrick Lobacher,2014-03-22 03:01,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-16,"","",0,2014-02-16 02:53,"","",1544450,"","","Can anyone clarify the release agenda (TYPO3 releases in general) for the illustration on slide 6 (chapter: ""Introduction""), please?

Questions:

- is the attached draft version (typo3-release-agenda-DRAFT01.png) correct?
- should we include TYPO3 CMS 6.2 +1 and +2 (last two rows)?
"
56002,TYPO3 CMS - What's New,Bug,"",Closed,Must have,"Update ""end of maintenance"" date: March 2017",Michael Schams,"",2014-03-27 23:27,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-16,"","",0,2014-02-16 02:46,"","",1544400,"","","In chapter Introduction, slide number 5, the English version shows _End of maintenance: 30 December 2016_
Due to the postponed 6.2 release, this needs to be updated to March 2017 (without day figure).

Note: *ALL* translations are affected."
55974,TypoScript Reference (TSref),Bug,"",Resolved,Could have,"Use of generic word ""template""",Francois Suter,Francois Suter,2014-02-13 22:39,"",6.2,2014-02-13,"","",100,2014-02-13 22:34,"","",1543050,"","","In the Introduction, avoid using the generic word ""template"". Favor ""TypoScript template"" instead.

Note: this is an attempt at porting changes from the Github fork."
55902,Documentation,Bug,"",Resolved,Should have,Deprecate WIKI and redirect,Felix Kopp,"",2014-02-18 16:36,"","",2014-02-11,"","",100,2014-02-11 23:43,"","",1539550,"","","The wiki often comes up as search result for typoscript questions.

Since the docs.typo3.org is better and younger the wiki pages should be removed and redirected to  docs.typo3.org.

Am I right and is that possible?

http://wiki.typo3.org/Category:TypoScript"
55752,TypoScript Reference (TSref),Bug,"",Resolved,Should have,New TypoScript option page.includeCSSLibs,Benni Mack,Chris topher,2014-03-19 18:36,"",6.2,2014-02-07,"","",100,2014-02-07 09:45,"","",1532300,"","","Hey team,

this change was just merged:

Add CSS libs functionality for page renderer
As with JS libraries, the PageRenderer should support
CSS files that should be included above CSS files.
This is necessary for e.g. normalize.css

The patch also adds the same procedure for
""includeCSSLibs"" as with ""includeJSLibs"" for the
frontend.

Releases: 6.2
Resolves: #55474

SHA: ""f821cb0e710af501edb4c4bcbaf56ddb7f1ff717"":http://forge.typo3.org/projects/typo3cms-core/repository/revisions/f821cb0e710af501edb4c4bcbaf56ddb7f1ff717/diff"
55616,TYPO3 CMS - What's New,Bug,"",Closed,Should have,All versions: wrong ,Michael Schams,Michael Schams,2014-03-27 23:41,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-03,"","",100,2014-02-03 11:31,"","",1525500,"","","The English version shows a wrong headline in chapter *TypoScript* (file: @Chapters/TypoScript.tex@).
At around line 589:

<pre>
580 ...
581 % ------------------------------------------------------------------------------
582 % Exclude doktypes From Pagetree
583 % ------------------------------------------------------------------------------
584 % http://forge.typo3.org/issues/49279
585 % http://forge.typo3.org/issues/49356
586
587 \begin{frame}[fragile]
588    \frametitle{TSconfig \& TypoScript}
589     \framesubtitle{cObject FILES}
590 ...
</pre>

Headline is ""cObject FILES"" (@\framesubtitle{cObject FILES}@) but the slides talks about ""Exclude doktypes From Pagetree"".
This needs to be fixed in +all+ translations."
55248,Core APIs,Bug,"",Resolved,Should have,"Caching framework's get() returns FALSE, not NULL",Francois Suter,Francois Suter,2014-01-22 23:35,"",6.0,2014-01-22,"","",100,2014-01-22 15:19,"","",1507750,"","","At the bottom of page http://docs.typo3.org/typo3cms/CoreApiReference/latest/CachingFramework/Developer/ it says that the @get()@ method of the cache frontend API returns @NULL@ when a value is not found. This is wrong, it return @FALSE@."
55158,TSconfig,Bug,"",Closed,Should have,Wrong casing in headline: Object is named 'mod' not 'MOD',Dieter Porth,"",2016-08-13 18:22,"","",2014-01-20,"","",0,2014-01-20 10:52,"","",1503400,"","","The title should be changed from uppercase to lowercase in 
http://docs.typo3.org/typo3cms/TSconfigReference/PageTsconfig/Mod/Index.html

The Uppercase-Writing ""MOB."" won't work."
54949,TCA Reference,Bug,"",Closed,Should have,TCA 'inline' missing property appearance/ajaxLoad,Oliver Hader,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-01-13,"","",100,2014-01-13 14:57,"","",1493500,"","","* appearance/ajaxLoad: The behaviour of loading contents of child elements via AJAX can be disabled with that - thus the full content is rendered on viewing the accordant parent element. The default behaviour is to use AJAX loading if this property is not defined.

Relates to an old issue, never was documented - see #17247"
54497,wiki.typo3.org,Bug,"",Resolved,Should have,Check why jobs are no longer executed in MediaWiki 1.22,Chris topher,Chris topher,2014-07-02 16:15,"","",2013-12-18,"","",100,2013-12-18 18:26,"","",1471300,"","","Since upgrading to MediaWiki 1.22 jobs are no longer executed automatically. That is annoying as now you always have to manually run the maintenance script 

 php runJobs.php

to actually have the jobs executed.

New jobs are still being added to the database table ""jobs"", but during normal page requests they are never executed. Their jobs_attempts field is 0, meaning MediaWiki did not try a single time to execute them and they also are not executed over time.

$wgJobRunRate has not been changed (and it worked correctly with the same value before). It is set to 1, meaning _one job_ should be executed per page request.

The problem might be caused by this change: https://gerrit.wikimedia.org/r/#q,ccabd0efb05e,n,z

Setting $wgPhpCli = false; makes the jobs run again; however $wgPhpCli defaults to ""/usr/bin/php"" and PHP 5.3 is available at that location. So this workaround should not be necessary at all."
54481,TCA Reference,Bug,"",Closed,Should have,Extending the TCA: The target file should be mentioned,Cedric Ziel,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-12-17,"","",100,2013-12-17 16:48,"","",1470500,"","","The Example [[http://docs.typo3.org/typo3cms/TCAReference/ExtendingTca/Examples/Index.html#extending-examples-feusers]] about extending the TCA misses to mention the file, the newly crafted TCA columns should be added to, which confuses developers."
54472,TYPO3 CMS - What's New,Bug,"",Closed,Must have,"English version: wrong interpretation of ""Recursive validation"" (Extbase/Flow)",Michael Schams,Michael Schams,2014-03-27 23:42,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2013-12-17,"","",100,2013-12-17 11:29,"","",1470100,"","","In the chapter *Extbase & Fluid*, slide ""Recursive validation"": wrong interpretation of issue #6893.
Currently slide number 143 in version ""TYPO3-v6-2-whats-new.english.20131211-0554.pdf""

<pre>
[...]
You may create nested objects in Fluid forms and pass them to your action:

  - Outer object gets validated only
  - Objects inside a property are not validated

[...]
</pre>

Michel Mix pointed out: _the part ""Outer object gets validated only... Objects inside a property are not validated"" is a description of the problem, not of the solution_
(and he is absolutely right :-)

This slide needs to be updated and the change needs to be communicated to all translators (Feb/Mar 2014)."
54370,TypoScript Syntax,Bug,"",Resolved,Should have,Wrong property names in chapter Constant Editor,Stefan Froemken,Chris topher,2014-03-28 13:45,"","",2013-12-13,"","",100,2013-12-13 06:46,"","",1465050,"","","Hello Docu-Team,

there seems to be something wrong in doc of Constant Editor:

http://docs.typo3.org/typo3cms/TyposcriptSyntaxReference/TypoScriptTemplates/TheConstantEditor/Index.html

In section ""type="" you wrote ""integer [low-high]"" and ""positive integer"" but it is wrong to do so:

<pre>
# cat=basic/cImage/a; type=integer; label=Something
width = 23
</pre>

or

<pre>
# cat=basic/cImage/a; type=positive integer; label=Something
width = 23
</pre>

So please correct the names of these types back to ""int"" and ""int+"".

Stefan"
54257,wiki.typo3.org,Bug,"",Resolved,Should have,Fix PHP Notice:  Uncommitted DB writes (transaction from DatabaseBase::query (User::idForName)),Chris topher,Chris topher,2013-12-10 15:23,"","",2013-12-07,"","",100,2013-12-07 13:57,"","",1459800,"","","The following notices appear in the logs; obviously happens after login:

[28-Nov-2013 19:35:52] PHP Notice:  Uncommitted DB writes (transaction from DatabaseBase::query (User::idForName)). in includes/db/Database.php on line 3944
[28-Nov-2013 19:35:52] PHP Notice:  DB transaction  callbacks still pending (from Title::invalidateCache). in includes/db/Database.php on line 3953

Error comes from index_sso.php: First we execute @$user->idForName();@. That works. Later we execute @$user->addToDatabase@. That causes a query like that one to be executed:
<pre>
DatabaseBase::query: Writes done: INSERT IGNORE INTO `user` 
(user_id,user_name,user_password,user_newpassword,user_newpass_time, 
user_email,user_email_authenticated,user_real_name,user_token,user_registration, 
user_editcount,user_touched) VALUES 
(NULL,'YourUsername','','',NULL,'',NULL,'','c53ac3612b4a13b0426d1e9feaa2e2d2', 
'20131210175859','0','20131210175904')
</pre>
The notice happens exactly when @$user->addToDatabase()@ got executed.


Check why and fix!
"
54216,wiki.typo3.org,Bug,"",Resolved,Should have,Fix PHP Notice:  Undefined index: realname in includes/Preferences.php on line 1412,Chris topher,Chris topher,2013-12-05 16:46,"","",2013-12-05,"","",100,2013-12-05 16:12,"","",1457750,"","","Sometimes this notice is in the logs:

PHP Notice:  Undefined index: realname in includes/Preferences.php on line 1412

Fix it."
54143,wiki.typo3.org,Bug,"",Resolved,Should have,Fix message about missing watchlist talk page rows,Chris topher,Chris topher,2013-12-03 13:55,"","",2013-12-02,"","",100,2013-12-02 17:31,"","",1454100,"","","Running update.php since years each time gives 

<pre>Adding missing watchlist talk page rows... </pre>

This is caused by ""this sourcecode"":https://git.wikimedia.org/raw/mediawiki%2Fcore.git/50823ea0c13f339b207954a368033a36486c2e32/includes%2Finstaller%2FMysqlUpdater.php, function doWatchlistUpdate(). The code works correctly for other users; obviously not/not only a bug in MediaWiki, but caused by something in our installation.

Obviously the numbers in $talk and $nontalk should be the same, but they are not. Currently: talk: 3286, nontalk: 3284. They also do not become identical through this function; the numbers remain exactly the same.

Info on ""fields and contents of the watchlist table"":http://www.mediawiki.org/wiki/Manual:Watchlist_table
"
54136,wiki.typo3.org,Bug,"",Resolved,Should have,Fix a broken CSS rule,Chris topher,Chris topher,2013-12-02 15:20,"","",2013-12-02,"","",100,2013-12-02 15:16,"","",1453750,"","","The stylesheet typo3vector.css contains this incorrect rule:
<pre>font: font: 12px/18px Arial, 'Helvetica Neue', Helvetica, sans-serif;</pre>

Fix it by removing the duplicated ""font:"".

(In MediaWiki 1.22, to which an update is currently being prepared, this rule would break output of the _complete_(!) stylesheet when Less tries to compile it. Result would be no styles at all and an exception when checking the according call to load.php. The fix prevents this problem from happening.)"
53977,Documentation,Bug,"",Needs Feedback,Must have,Heading above TOC in central index.rst files sometimes has wrong position,Christian Vetter,"",2014-03-20 13:59,"","",2013-11-26,"","",0,2013-11-26 13:14,"","",1445950,"","","On page 1 in the PDF document, there is a trailing heading ""Table of Contents"""
53976,Coding Guidelines,Bug,"",Resolved,Should have,Remove superfluous and possibly misleading info about width of tabs,Christian Vetter,Chris topher,2014-03-20 14:47,"","",2013-11-26,"","",100,2013-11-26 13:12,"","",1445900,"","","On page 10 in the PDF document, under ""Notes"", it says ""Tabs are considered to be 4 spaces wide.""

Since indentation is done with tab characters, not space characters, that line is misleading ? one might think it were ok to indent with space characters as long as it's four per level of indentation."
53908,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Description of page.CSS_inlineStyle is incomplete,Dieter Porth,Chris topher,2014-03-18 17:37,"",6.0,2013-11-24,"","",100,2013-11-24 11:13,"","",1442500,"","","Version Typo3 6.1.5

Difference between description and action.

if I use  
<pre>
page.CSS_inlineStyle (
   .important
     {color:red; text-decoration:none;}
)
</pre>
in my tyoscript, I won't get an inline-style-sag. Typo3 generates instead  a new CSS-file. The file is integrated via <link...> into the page.

The description says:
""CSS_inlineStyle ... This value is just passed on as inline css (in-document css encapsulated in style-tags) ""
(http://docs.typo3.org/typo3cms/TyposcriptReference/Setup/Page/Index.html)

"
53780,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,English version: correct a few typos,Michael Schams,Michael Schams,2013-12-28 10:14,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2013-11-20,"","",100,2013-11-20 06:52,"","",1436100,"","","Sergio reported a few issues in the +English+ version:

File *BackendChanges.tex*, line 29:

<pre>
HTML5 attibute: \texttt{autofocus=""autofocus""}
HTML5 attribute: \texttt{autofocus=""autofocus""}
</pre>

Word ""attibute"" should be ""attribute"".

File *BackendChanges.tex*, line 294:

<pre>
\item Use the Extension Manager to load ""Documentation"" in an updated TYPO3 installations
\item Use the Extension Manager to load ""Documentation"" in an updated TYPO3 installation
</pre>

Word ""installations"" should be ""installation"" (in singular).

File *BackendChanges.tex*, line 487:

<pre>
\item When file re-appears, message and flag is reset
\item When file re-appears, message and flag are reset
</pre>

Word ""is"" should be ""are"".

File *TypoScript.tex*, line 118:

<pre>
\item \texttt{stdWrap} as been added for \texttt{\_DEFAULT\_PI\_VARS}
\item \texttt{stdWrap} has been added for \texttt{\_DEFAULT\_PI\_VARS}
</pre>

Word ""as"" should be ""has"".

Thanks Sergio!"
53732,TYPO3 CMS - What's New,Bug,"",Closed,Should have,"English version: update word ""reStructuredText""",Michael Schams,Michael Schams,2014-03-27 23:42,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2013-11-18,"","",100,2013-11-18 12:56,"","",1433750,"","","Michel reported two issues in the *English* version:

* Page 108: ""reStructured Text"" must be 1 word: ""reStructuredText""
* Page 108: I think you could safely use the English Wikipedia-page in the English translation

Thanks Michel!"
