#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags,Description
66367,Documentation,Task,"",Closed,Must have,Our documentation is not rendered,André Wuttig,André Wuttig,2015-04-11 00:05,Documentation on typo3.org,"",2015-04-10,"","",0,2015-04-10 21:25,"","",-304100,"","","http://typo3.org/extensions/repository/view/px_hybrid_auth

Hey Guys,

we upload this extension today and we spent so much time into writing a clean and full documentation with rst.

Now our documentation / manual wasn´t there :/

Could you help us?




"
66201,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.24.2,Chris topher,Chris topher,2015-03-31 23:41,"","",2015-03-31,"","",100,2015-03-31 23:35,"","",-295800,"","","The release fixes a number of security related bugs in 1.24.1.

Also check extensions, which might be vulnerable as well."
65966,Documentation Rendering,Bug,"",Resolved,Must have,Git change-merged notification is failing,Martin Bless,Martin Bless,2015-04-11 22:20,"","",2015-03-24,"","",70,2015-03-24 10:16,"","",-284050,"","","Something seems to have change with the Git change-merge notification as
git-typo3-org-change-merged.php
is mostly failing.

Fix this!"
65931,Documentation Rendering,Feature,"",Resolved,Must have,Allow syntax highlighting of PHP in reST for fragments,Simon Schaufelberger,Martin Bless,2015-04-28 09:18,"","",2015-03-23,"","",100,2015-03-23 13:26,"","",-282300,"","","in github you can syntax highlight a block with the following annotation:

<pre>
```php
//phpcode
```
</pre>

See https://github.com/TYPO3-Documentation/TYPO3CMS-Book-ExtbaseFluid/pull/23#issuecomment-84913690"
65883,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Transfer TYPO3 CMS 7.1 slides into git.typo3.org,Michael Schams,Michael Schams,2015-03-24 12:17,TYPO3 CMS 7.1,TYPO3 CMS 7.1,2015-03-21,"","",100,2015-03-21 05:51,"","",-279900,"","","Archive TYPO3 CMS 7.1 What's New Slides by submitting them to the official TYPO3 Git repository.
Languages:

* English
* German
* Italian
* Russian
* Serbian
* Spanish

Incomplete languages can be transferred later, when finished (Dutch and French)."
65882,Security Guide,Task,"",Closed,Won't have this time,"Remove infos about ""Public Service Announcements"" (PSA)",Michael Schams,"",2015-05-16 05:31,"","",2015-03-21,"","",0,2015-03-21 05:42,"","",-279850,"","","In the current version of the TYPO3 Security Guide, in chapter ""General Information"", we describe *Public Service Announcements*.

http://docs.typo3.org/typo3cms/SecurityGuide/GeneralInformation/SecurityBulletins/Index.html#public-service-announcements

(quote) _Important security related information regarding TYPO3 products or the typo3.org infrastructure are published as so called ""Public Service Announcements"" (PSA). Unlike other advisories, a PSA is usually not accompanied by a software release, but still contain information about how to mitigate a security related issue._

_Topics of these advisories include security issues in third party software like such as Apache, Nginx, MySQL, PHP, etc. that are related to TYPO3 products, possible security related misconfigurations in third party software, possible misconfigurations in TYPO3 products, security related information about the server infrastructure of typo3.org and other important recommendations how to securely use TYPO3 products._

The only type of PSA bulletin I have seen in the last years are security pre-announcements such as TYPO3-PSA-2015-001.

http://typo3.org/teams/security/security-bulletins/psa/typo3-psa-2015-001/

I wonder if we should simplify the paragraphs quoted above and/or move the following sentence into this section:

_For some critical security issues the TYPO3 Security Team may decide to pre-announce a security bulletin on the ""TYPO3 Announce"" mailing list. This is to inform system administrators about the date and time of an upcoming important bulletin, so that they can schedule the update._"
65881,Security Guide,Task,"",Resolved,Could have,Create new screenshots in TYPO3 CMS 7.x,Michael Schams,"",2015-11-20 04:52,"","",2015-03-21,"","",0,2015-03-21 05:10,"","",-279800,"","","The current version of the TYPO3 Security Guide contains screenshots based on TYPO3 CMS 6.2.
This is perfectly fine at this point in time, but we have to re-create them in TYPO3 CMS 7.x *before* the ""final"" LTS release later this year."
65805,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Correct typo in path (country flags),swanage no-lastname-given,Michael Schams,2015-03-24 12:17,TYPO3 CMS 7.1,"",2015-03-18,"","",100,2015-03-18 13:54,"","",-276000,"","","In this PDF there is a typo on page 62:

""
Country flags (PNG images) have been moved from
typo3/gfx/flags/ and typo3/sysext/t3skin/images/flags/
to: typo3/sysext/core/Resources/Public/Icons/flags/
""

Should be:
-
-
to: typo3/sysext/core/Resources/Public/Icons/Flags/
(Capital F in flags)"
65796,Security Guide,Bug,"",Resolved,Should have,"Update info about ""reviewed extensions""",Michael Schams,Michael Schams,2015-11-20 04:58,Guidelines for Integrators,"",2015-03-18,"",0.50,0,2015-03-18 00:14,"","",-275550,"","","In chapter *Guidelines for Integrators* it is mentioned that reviewed extensions have a checkmark next to the release state in TER.
http://docs.typo3.org/typo3cms/SecurityGuide/GuidelinesIntegrators/Extensions/Index.html

This is not longer the case and it is unlikely, that this will be re-implemented.
See conversation at: http://lists.typo3.org/pipermail/typo3-dev/2015-March/049646.html

Task is to update the paragraph in the Security Guide (e.g. remove the statement about the checkmark for reviewed extensions)."
65715,Documentation Rendering,Feature,"",Resolved,Must have,"Introduce flag TER=1 to distinguish TER extensions from ""static"" manuals",Martin Bless,Xavier Perseguers,2015-03-16 17:35,"","",2015-03-13,"","",80,2015-03-13 11:53,"","",-271500,"","","We have at least two distinguishable kinds of documentation projects:

1. ""regular"" projects
2. TER extensions

The workflow differs at some points so we should set a flag.

Suggested procedure:

1. Set TER=1 in cron_rebuild.conf for the TER extensions. This should be easy as it's rather centralized.

2. Over time add TER=0 in the cron_rebuild.conf files of regular projects though this is technically not needed. But it's good for clarification and documentation.

3. cron_rebuild.sh should not remove existing 'stable' symlinks for regular projects.

4. The 'stable' symlink of Flow should point to 2.3"
65581,Coding Guidelines,Task,"",Resolved,Should have,Update information on ext_icon,Chris topher,Chris topher,2015-07-14 14:02,"","",2015-07-14,2015-07-14,"",100,2015-03-06 21:08,"","",-264800,"","","Since TYPO3 7.0, the extension icon can also be a SVG file. 

See #61185; extension icons might be rendered better when provided as vector graphics and not as bitmaps."
65350,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Missing word in TypoScript.tex file,Sergio Catalá,"",2015-02-26 09:30,"","",2015-02-25,"","",0,2015-02-25 22:31,"","",-253250,"","","Is it possible that the line 241 in TypoScript.tex file:

\item In TYPO3 CMS 7.1, the ISO 639-1 two-letter has been introduced:

misses the word ""code""?:

\item In TYPO3 CMS 7.1, the ISO 639-1 two-letter code has been introduced:
"
65313,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Naming of chapter BackendUI under DeprecatedRemovedFunctions.tex file,Sergio Catalá,"",2015-02-26 09:29,"","",2015-02-25,"","",0,2015-02-25 10:34,"","",-251400,"","","Shouldn't the line 222:

with a Twitter Bootstrap alternative (see chapter ""BackendUI"")

on DeprecatedRemovedFunctions.text file be:

with a Twitter Bootstrap alternative (see chapter ""Backend User Interface"")

?
"
65310,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Typo in ExtbaseAndFluid.text file,Sergio Catalá,"",2015-02-26 09:28,"","",2015-02-25,"","",0,2015-02-25 10:19,"","",-251250,"","","Shouldn't line 101:

\framesubtitle{*Methode* \texttt{has()} in ObjectAccess}

on ExtbaseAndFluid.tex file be:

\framesubtitle{*Method* \texttt{has()} in ObjectAccess}

?

"
65221,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Typo in InDepthChanges.text file,Sergio Catalá,"",2015-02-23 01:31,"","",2015-02-22,"","",0,2015-02-22 23:13,"","",-246800,"","","The next sentence on English/Chapters/InDepthChanges.tex file, line 120:

can *developer* their own user function\newline

must be:

can *develop* their own user function\newline"
65183,Security Guide,Task,"",Under Review,Should have,"Clarify ""show at any login"" access restriction",Helmut Hummel,Michael Schams,2015-02-20 11:38,Guidelines for Integrators,"",2015-02-19,"","",0,2015-02-19 19:51,"","",-244900,"","","""show at any login"" access restriction means *any* logged in frontend user has access to this resource, no matter if users are in different storage folders.

storage folder are for structural organisation *not* for restricting access. For access restriction user groups must be used."
65168,TypoScript Reference (TSref),Bug,"",New,Should have,"config.concatenateJsAndCss marked ""deprecated and has been removed with TYPO3 6.0"", but still works in 6.2",Ben Robinson,"",2015-03-06 18:06,"","",2015-02-19,"","",0,2015-02-19 11:50,"","",-244150,"","","There is a note in TSREF for config.concatenateJsAndCss:
_""This property was deprecated and has been removed with TYPO3 6.0! Use config.concatenateJs and config.concatenateCss instead.""_

This ""feature"" still works in 6.2: it is a combination of config.concatenateJs and config.concatenateCss.
I'm not sure if the TSREF is wrong or if it was missed to remove concatenateJsAndCss from the core.
Is it really deprecated?

The note ...
_""There are no default concatenation handlers, which could do the concatenation. A custom concatenation handler must be provided and registered using $GLOBALS['TYPO3_CONF_VARS']['FE']['concatenateHandler'].""_
... is definitely wrong. _""TYPO3 comes with a built-in concatenation handler""_, as described in config.concatenateJs and config.concatenateCss.
"
65134,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Update release date: 24/Feb/2015,Michael Schams,"",2015-05-16 05:23,TYPO3 CMS 7.1,TYPO3 CMS 7.1,2015-02-17,"","",0,2015-02-17 22:48,"","",-242450,"","","The release of TYPO3 CMS 7.1 has been postponed for 1 week.
New scheduled release date is *24 February 2015*.
Please update this date in chapter ""Introduction"".

This affects all languages."
65121,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Typo3 in BackendUserInterface.text file,Sergio Catalá,Michael Schams,2015-02-17 11:47,TYPO3 CMS 7.1,TYPO3 CMS 7.1,2015-02-17,"","",100,2015-02-17 11:25,"","",-241800,"","","The next sentence on English/Chapters/BackendUserInterface.tex file:

Icons (""action buttons"") in List module *devided* into two groups\newline

must be:

Icons (""action buttons"") in List module *divided* into two groups\newline
"
65042,Documentation,Bug,"",Closed,Should have,Wrong function in Example to get TSFE.constants,David Bruchmann,"",2015-02-13 08:26,"","",2015-02-12,"","",100,2015-02-12 22:14,"","",-237850,"","","The function is working but wrong here
<pre>
$PageTSconfig = \TYPO3\CMS\Backend\Utility\BackendUtility::getPagesTSconfig($this->pObj->id);
</pre>
but the example around shall show TypoScript values from a Template and not from PageTSconfig.

TSFE is not available by the function and not showing TypoScript from Templates.
"
64919,TypoScript Reference (TSref),Task,"",Resolved,Should have,Make chapter on Constants more clear,Franz Holzinger,Chris topher,2015-03-05 17:41,"",6.0,2015-02-07,"","",0,2015-02-07 11:41,"","",-231700,"","","I just did a search about how to use a constant with TypoScript. So I came to the page 
http://docs.typo3.org/typo3cms/TyposcriptReference/Setup/Constants/Index.html

However I think that I mixed something up. The ""constants"" here is not a TypoScript Constant. Or is it the same?

  constants.EMAIL = email@email.com

A hint should explain this clearly. I also miss an example how the constants.EMAIL can be used in another TypoScript. Or maybe I mixed this up, too.
"
64609,TCA Reference,Bug,"",Accepted,Should have,TCA group allowed/disallowed,Thomas Deuling,Francois Suter,2015-09-27 11:32,"",6.2.0,2015-01-29,"","",0,2015-01-29 18:02,"","",-216200,"","","There's a part in the TCA group allowed/disallowed section, that's maybe wrong:
http://docs.typo3.org/typo3cms/TCAReference/Reference/Columns/Group/Index.html#allowed
http://docs.typo3.org/typo3cms/TCAReference/Reference/Columns/Group/Index.html#disallowed

See #54504 for more details."
64469,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Add a .gitignore file to Git repository,Michael Schams,Michael Schams,2015-01-24 03:27,"","",2015-01-24,"","",100,2015-01-24 03:12,"","",-209200,"","","Add a @.gitignore@ file to the Git repository to specify intentionally untracked files that Git should ignore.
For example:

<pre>
*~
*.bak
*.idea
*.project
*.swp
.DS_Store
.DS_Store?
._*
.Spotlight-V100
.Trashes
ehthumbs.db
Thumbs.db
</pre>
"
64468,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 6.2 LTS - transfer files to git.typo3.org (Polish),Michael Schams,Michael Schams,2015-01-24 03:27,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2015-01-24,"","",100,2015-01-24 03:05,"","",-209150,"","",Transfer LaTeX source files (Polish version) of TYPO3 CMS 6.2 LTS What's New Slides from development server to git.typo3.org.
64467,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (Spanish),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:31,"","",-209100,"","",Transfer LaTeX source files (Spanish version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64466,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (Serbian),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:30,"","",-209050,"","",Transfer LaTeX source files (Serbian version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64465,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (Russian),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:29,"","",-209000,"","",Transfer LaTeX source files (Russian version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64464,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (Italian),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:29,"","",-208950,"","",Transfer LaTeX source files (Italian version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64463,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (German),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:28,"","",-208900,"","",Transfer LaTeX source files (German version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64462,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (English),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:27,"","",-208850,"","",Transfer LaTeX source files (English version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64201,TypoScript Reference (TSref),Task,"",Resolved,Should have,Update documentation for HTMLparser_tags  fixAttrib.[attribute].userFunc,Alexander Stehlik,"",2015-08-25 19:38,"",7,2015-01-09,"","",100,2015-01-09 10:17,"","",-195850,"","","When #59712 is merged it will be possible to pass additional parameters to the userFunc.

The tag value will then be passed in a configuration array to the user func with the array key @attributeValue@"
64129,TypoScript Reference (TSref),Task,"",Resolved,Should have,Add new option excludeNoSearchPages,Stefan Froemken,Chris topher,2015-03-06 17:26,"",7,2015-01-05,"","",100,2015-01-05 15:49,"","",-192250,"","","Since #57178 (TYPO3 CMS 7.1) there is a new option ""excludeNoSearchPages"" available for HMENU type ""browse"""
64025,Security Guide,Task,"",New,Could have,SQL injection via TypoScript in GET/POST requests,Michael Schams,"",2014-12-23 00:46,Guidelines for Integrators,"",2014-12-23,"","",0,2014-12-23 00:46,"","",-187050,"","","In chapter *Guidelines for Integrators*, section ""TypoScript"" [1], we explain the risk of SQL injection via TypoScript. Nothing is wrong with that, but I wonder if we should expand the code example, so that is also covers strings in GET/POST requests and also describe to parse/inject the argument properly and securily.

I am thinking about a code fragment, Jigal van Hemert posted in the English mailing list [2] in December 2014:

<pre>lib.products = CONTENT
lib.products{
	table = TABLE
	select {
		selectFields = name
		pidInList = 26506
		orderBy = name
		where = sid like ###GPSID###
		markers {
			GPSID.data = GP:SID
		}
	}
	renderObj = COA
	renderObj {
		10  = COA
		10  {
			10 = TEXT
			10.dataWrap ={field:name}[\n]
		}
	}
}</pre>

If someone is interested and has the time to re-work the code snippet and add the ""argument as string"" example, knock yourself out :-)
The main point of the code above is that by using markers, values get escaped and quoted automatically if required.


[1] http://docs.typo3.org/typo3cms/SecurityGuide/GuidelinesIntegrators/Typoscript/Index.html
[2] http://lists.typo3.org/pipermail/typo3-english/2014-December/092321.html
"
63968,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.24.1,Chris topher,Chris topher,2014-12-17 21:29,"","",2014-12-17,"","",100,2014-12-17 21:26,"","",-184200,"","","The release fixes a number of security related bugs in 1.24.0.

Also check extensions, which might be vulnerable as well."
63901,Documentation Rendering,Bug,"",New,Should have,Core APIS does not render to PDF,Francois Suter,"",2015-01-26 17:58,"","",2014-12-15,"","",0,2014-12-15 11:54,"","",-180850,"","","The Core APIs manual does not render to PDF. I seem to remember that this is not a new problem, but I'm opening this issue so that we don't forget to fix it at some point. I haven't checked what's wrong."
63830,wiki.typo3.org,Task,"",Resolved,Should have,Update password hashes,Chris topher,Chris topher,2014-12-15 19:30,"","",2014-12-13,"","",100,2014-12-13 17:22,"","",-177300,"","","MediaWiki 1.24 uses a new password hashing algorithm (PBKDF2). Password hashes will automatically be updated as users log in. In addition, there is the maintenance script wrapOldPasswords.php that can wrap all passwords in PBKDF2, if we don't want to wait for all users to log in.

""Documentation of that script"":http://www.mediawiki.org/wiki/Manual:WrapOldPasswords.php currently is badly incomplete. 

Password types might be explained at http://www.mediawiki.org/wiki/Manual:$wgPasswordConfig 

Figure out how it's working and test it first!

Afterwards check, if existing accounts and new accounts still can log in properly!"
63820,wiki.typo3.org,Bug,"",Resolved,Should have,Typo3 4.5.39 upgrade notes reference non-existing option in install tool.,Stefan no-lastname-given,Chris topher,2014-12-13 19:59,"","",2014-12-13,"","",100,2014-12-13 00:48,"","",-176800,"","","The upgrade notes for 4.5.39 state: ""It might be required to clear all caches, the ""important actions"" section in the TYPO3 Install Tool offers the accordant possibility to do so.""

As far as I'm aware there's no such ""important actions"" section in typo3 4.5. I instead went to the ""Clear cache"" setting in the typo3 backend and selected ""Clear all caches"", hoping that this was the appropriate action meant by the notes."
63819,wiki.typo3.org,Bug,Task #63562: Update the Wiki to MediaWiki 1.24,Resolved,Should have,MediaWiki 1.24: Fix fatal error (open_basedir),Chris topher,Chris topher,2014-12-12 21:19,"","",2014-12-12,"","",100,2014-12-12 20:53,"","",-176750,"","","File upload seems to work, but throws 6 times this error:


Warning: is_executable(): open_basedir restriction in effect. File(/bin/bash) is not within the allowed path(s): (
/var/www/vhosts/wiki.dev.typo3.org/www/:/var/www/vhosts/wiki.dev.typo3.org/tmp/:/var/www/vhosts/wiki.dev.typo3.org/home/:/var/www/typo3/:/usr/share/php/:/usr/bin/:/usr/local/bin/) in /var/www/vhosts/wiki.dev.typo3.org/www/wiki/includes/GlobalFunctions.php on line 2809

The code has @/bin/bash@ hardcoded at that place in function wfShellExec()."
63789,Documentation Rendering,Bug,Task #68900: Extend RenderTask.php to render every manual,Accepted,Must have,extensions.js file not updated with system extensions,Francois Suter,Xavier Perseguers,2015-12-18 23:23,"","",2014-12-11,"","",50,2014-12-11 22:03,"","",-175250,"","","The file:

http://docs.typo3.org/typo3cms/extensions/extensions.js

which is used for searching extension manuals on page:

http://docs.typo3.org/typo3cms/extensions/

does not seem to be up to date. First of all, it does not contain the ""core"" system extension, which now has documentation, but is also not up to date for all other system extensions. It does not contains the ""7"" version. For example, for ""scheduler"", you will find:
<pre>
{""key"":""scheduler"",""latest"":""6.2"",""versions"":[""6.2"",""4.7""]},
</pre>"
63788,Documentation Rendering,Bug,Task #68900: Extend RenderTask.php to render every manual,Resolved,Must have,Settings file ignore for TYPO3 CMS sysext,Francois Suter,Martin Bless,2015-12-18 23:13,"","",2014-12-11,"","",0,2014-12-11 22:00,"","",-175200,"","","It seems like the Settings.yml file is not taken into account during the rendering of TYPO3 CMS system extension manuals.

For example, if you look at:

http://docs.typo3.org/typo3cms/extensions/rtehtmlarea/latest/ 

you will see that the the box in the top-left corner says ""Project Name 0.0.0"" and the version number in the page itself is ""0.0.0""."
63787,Documentation Rendering,Bug,Task #68900: Extend RenderTask.php to render every manual,New,Must have,"Hide ""latest"" branch for official manuals",Francois Suter,"",2015-08-10 08:02,"","",2014-12-11,"","",0,2014-12-11 21:58,"","",-175150,"","","For all manuals that are currently targeting TYPO3 CMS 7, i.e.

* Coding Guidelines Reference
* Core API Reference
* TCA Reference
* TSconfig Reference
* TypoScript Reference
* TypoScript Syntax Reference

the ""latest"" branch must be hidden from the version-switching menu. And the ""stable"" symlink must point to the ""7"" version instead of ""6.2""."
63562,wiki.typo3.org,Task,"",Resolved,Should have,Update the Wiki to MediaWiki 1.24,Chris topher,Chris topher,2014-12-15 16:51,"","",2014-06-03,"","",100,2014-12-04 12:30,"","",-163950,"","","MediaWiki 1.24 has been released and is now available.

h2. Relevant changes from the ""mailing list"":https://lists.wikimedia.org/pipermail/mediawiki-l/2014-November/043650.html:

All good.

h2. https://www.mediawiki.org/wiki/MediaWiki_1.24:

* Redirect to Special:UserLogin when logging in is required to proceed, instead of showing an error message
=> E.g. http://wiki.typo3.org/Special:Watchlist
=> Redirects to http://wiki.typo3.org/wiki/index.php?title=Special:UserLogin&returnto=Special%3AWatchlist&returntoquery=&warning=watchlistanontext
=> Update .htaccess redirect so that these URLs are redirected to typo3.org as well!
=> Added this RewriteRule:
RewriteCond %{QUERY_STRING} (?:^|&)title=Special:UserLogin(?:&|$) [NC]
RewriteCond %{QUERY_STRING} (?:^|&)returnto=([^&]+) [NC]
RewriteRule index\.php$ https://typo3.org/my-account/sso/wiki/?returnTo=%1 [R=301,L]
==> Done.

* https://phabricator.wikimedia.org/T41035
Improved Vector skin performance by removing collapsibleNav, which used to collapse some sidebar elements by default. This removes -list id suffixes like p-lang-list: instead of using things like #p-lang-list, you can do #p-lang .body ul. If you would like CollapsibleNav back please use the CollapsibleVector extension.
=> Done.

* Upgrade jQuery to version 1.11.x
=> JavaScript things in skin still working?
==> Is ok.

* File Wiki.php is missing => Has been renamed to MediaWiki.php, see https://git.wikimedia.org/commit/mediawiki%2Fcore.git/aef531f6d4b8eea10a35e2ee4f9bb522665867fa
=> Login works without it as well, but it is referenced in index_sso.php.
==> Fixed.

* Password hashes will automatically be updated as users log in. In addition, there is a maintenance script wrapOldPasswords.php that can wrap all passwords in PBKDF2 (or the hashing algorithm of your choice) if you don't want to wait for your users to log in.
=> Documentation is badly incomplete. Types might be explained in http://www.mediawiki.org/wiki/Manual:$wgPasswordConfig
=> Do later, issue created: https://forge.typo3.org/issues/63830
=> Done.


h2. RELEASE-NOTES-1.24

* The legacy '''skins/common/''' directory has been emptied and deleted as part of the skin system cleanup. Files that have been present in it have been moved elsewhere or deleted (if they were unused). If you loaded any of these files as part of your custom skin or on-wiki CSS/JS, you should make a copy of the old files in a non-MediaWiki directory.
 - skins/common/commonElements.css  -> 'mediawiki.skinning.elements' module
 - skins/common/commonContent.css   -> 'mediawiki.skinning.content' module
 - skins/common/commonInterface.css -> 'mediawiki.skinning.interface' module
=> The skin uses the modules and no longer accesses the files directly.
=> Is Ok.

h2. Update our skin

Use diff and adjust...
""Old branch."":https://git.wikimedia.org/history/mediawiki%2Fcore.git/1346cdbba7e7f4560b572a73ecd3625192440e98/skins  ""New branch"":https://git.wikimedia.org/history/mediawiki%2Fcore.git/ebb163995a27caca9c9b146f94a6c8058fe727b6/skins Relevant are the commits after 2014-04-10.
First one is 2014-04-10 = Remove #bodyContent { width: 100%; }
=> All done.

And then continue with the changes from inside the separate Vector repo:
https://git.wikimedia.org/log/mediawiki%2Fskins%2FVector.git/refs%2Fheads%2FREL1_24
=> Done.

For updates needed for skin autodiscovery see forge #59311.
=> Done.

Change the resourceLoader registration of our skin (again)...
=> LocalSettings.php/ main skin file! Like vector... 
==> Done.

On http://wiki.typo3.org/MediaWiki:Geshi.css
=> Replace all occurrences of #bodyContent with .mw-body-content - also the one in the comment!
=> Done, but STILL TODO IN LIVE SYSTEM (see changes from December 8th)!
==> Done.

WikiEditor toolbar in TYPO3Vector skin again has blue background.
=> On [[MediaWiki:TYPO3Vector.css]] update casing in the path inside the rule from ""typo3vector"" to ""TYPO3Vector""!
=> Done, but STILL TODO IN LIVE SYSTEM (see changes from December 8th)!
==> Done.

Input fields have nasty orange border, e.g. on the special page ""Move page""...
=> Skin update did not fix this. Affects multiline and oneline fields.
=> Caused by .mw-ui-input:focus from components/typo3*.less.
=> Defined in MediaWiki in resources/src/mediawiki.ui/components/input.less.
==> Seems to overwrite the complete content of the file, which is not wanted. Solution?
===> See https://www.mediawiki.org/wiki/Manual:$wgResourceModuleSkinStyles
==> Done.

Input-Felder in TYPO3Design OK?
==> Affected the same way as above.
==> Done.

h2. Update CSS file(s) of the TYPO3Design skin

Needs ""update"":http://wiki.dev.typo3.org/User:Chrissitopher?useskin=typo3design
=> Done.

h2. Check list at http://wiki.dev.typo3.org/User:Chrissitopher

All fine, except this one:
File upload seems to work, but throws this error multiple times:
Warning: is_executable(): open_basedir restriction in effect. File(/bin/bash) is not within the allowed path(s): (list of paths) in includes/GlobalFunctions.php on line 2809
=> Related to thumbnail creation? (Thumbnails did get created...)
==> Workaround: Discussed with the Server Team in ""[Ticket#2014121074000321] Configuration change for the wiki server""
===> Added /bin to open_basedir, documented in https://forge.typo3.org/issues/63819.
===> Done.
==> In order to also work without this config change, this issue aims to fix the problem in MediaWiki: https://phabricator.wikimedia.org/T78159
==> Works for us. Done.

h2. Update skin inclusion in LocalSettings.php

#Like so: require_once ""$IP/skins/Vector/Vector.php"";
=> Do that with our skins (and with Vector, which was in wgSkipSkins, but _was_ installed and usable by useskin=vector).
==> Done.

h2. Other stuff, that needs fixes

Main page, box with links to Neos stuff has different line height.
=> .t3sidebar p gives wrong size after #content no longer kicks in.
==> Fixed.

---

h2. Update extensions

h3. Newly bundled for 1.24

None.

h3. Extensions from mediawiki.org

Update extensions from mediawiki.org.
=> Done.

h3. Our own, custom extensions

Add licence file and adjust configuration for this file to display on [[Special:Version]].
=> Done.

=> Extension updates are complete.

h3. PDF export feature

Check that HTML in the left-hand menu is displayed as it should. Functionality also still needs a test.
=> After upgrade, test on live system. STILL TODO
==> Is working. Done.


h2. Clean up old files

(diff mediawiki-1.24.0/ and wiki/).
=> Done.

h2. Order columns, remove db dumps in home/
=> Done.

h2. Commit changes to git repos
=> Done.

h2. Transfer extensions, skin AND changes in LocalSettings.php to live system!
=> Done.


h2. For after the update

New special page, MyLanguages, to redirect users to subpages with localised versions of a page. (Integrated from Extension:Translate)
=> Alternative to our translation system?
==> All unused anyway.
"
63520,TypoScript Reference (TSref),Task,"",Resolved,Should have,"Document deprecation of conditions browser, version, system and useragent",Chris topher,Chris topher,2014-12-02 19:14,"",7,2014-12-02,"","",100,2014-12-02 18:51,"","",-161850,"","","#60574 deprecated these client related TypoScript conditions: browser, version, system and useragent

Conditions that depend on client details are unlovely for a number
of reasons:

* Per condition or permutation of conditions that matches, the frontend
  creates a different cache entry. This can lead to a very high number
  of cache entrys per page
* Most usual conditions for specific browsers can nowadays turned into
  conditional CSS includes
* Conditions based on browser or clients on server side are
  bad practice.
* If conditions for specific clients or devices are still needed, they
  should be done with a userFunc condition and a project like WURFL
  that keep the device information more recent than the current core
  code like matching AMIGA
* Setups like reverse proxies give additional headaches with these
  types of conditions
* All client related condition types are deprecated with this patch.

And see Deprecation-60574-ClientRelatedConditions.rst"
63485,ReStructured Text Infrastructure,Bug,"",New,Should have,Rendering issue on Flow documentation,Christian Müller,"",2014-12-01 17:04,"","",2014-12-01,"","",0,2014-12-01 17:04,"","",-160100,"","","Don't know if this is an issue in the rendering infrastructure or in our documentation, if it is the documentation please tell me so.

Have a look at: http://docs.typo3.org/flow/TYPO3FlowDocumentation/TheDefinitiveGuide/PartV/ValidatorReference.html

See the menu in the left sidebar, every submenu item appears three times."
