#;Project;Tracker;Parent task;Status;Priority;Subject;Author;Assigned To;Updated;Category;Target version;Start date;Due date;Estimated time;% Done;Created;Story points;Velocity based estimate;Position;Remaining (hours);Tags;Description
65881;Security Guide;Task;;Resolved;Could have;Create new screenshots in TYPO3 CMS 7.x;Michael Schams;;20/11/2015 4:52;;;21/3/2015;;;0;21/3/2015 5:10;;;-279800;;;"The current version of the TYPO3 Security Guide contains screenshots based on TYPO3 CMS 6.2.
This is perfectly fine at this point in time, but we have to re-create them in TYPO3 CMS 7.x *before* the ""final"" LTS release later this year."
65581;Coding Guidelines;Task;;Resolved;Should have;Update information on ext_icon;Chris topher;Chris topher;14/7/2015 14:02;;;14/7/2015;14/7/2015;;100;6/3/2015 21:08;;;-264800;;;"Since TYPO3 7.0, the extension icon can also be a SVG file. 

See #61185, extension icons might be rendered better when provided as vector graphics and not as bitmaps."
65183;Security Guide;Task;;Under Review;Should have;"Clarify ""show at any login"" access restriction";Helmut Hummel;Michael Schams;20/2/2015 11:38;Guidelines for Integrators;;19/2/2015;;;0;19/2/2015 19:51;;;-244900;;;"""show at any login"" access restriction means *any* logged in frontend user has access to this resource, no matter if users are in different storage folders.

storage folder are for structural organisation *not* for restricting access. For access restriction user groups must be used."
64919;TypoScript Reference (TSref);Task;;Resolved;Should have;Make chapter on Constants more clear;Franz Holzinger;Chris topher;5/3/2015 17:41;;6.0;7/2/2015;;;0;7/2/2015 11:41;;;-231700;;;"I just did a search about how to use a constant with TypoScript. So I came to the page 
http://docs.typo3.org/typo3cms/TyposcriptReference/Setup/Constants/Index.html

However I think that I mixed something up. The ""constants"" here is not a TypoScript Constant. Or is it the same?

  constants.EMAIL = email@email.com

A hint should explain this clearly. I also miss an example how the constants.EMAIL can be used in another TypoScript. Or maybe I mixed this up, too.
"
64469;TYPO3 CMS - What's New;Task;;Resolved;Should have;Add a .gitignore file to Git repository;Michael Schams;Michael Schams;24/1/2015 3:27;;;24/1/2015;;;100;24/1/2015 3:12;;;-209200;;;"Add a @.gitignore@ file to the Git repository to specify intentionally untracked files that Git should ignore.
For example:

<pre>
*~
*.bak
*.idea
*.project
*.swp
.DS_Store
.DS_Store?
._*
.Spotlight-V100
.Trashes
ehthumbs.db
Thumbs.db
</pre>
"
64468;TYPO3 CMS - What's New;Task;;Resolved;Should have;TYPO3 6.2 LTS - transfer files to git.typo3.org (Polish);Michael Schams;Michael Schams;24/1/2015 3:27;TYPO3 6.2 - Slides (LaTeX);TYPO3 CMS 6.2;24/1/2015;;;100;24/1/2015 3:05;;;-209150;;;Transfer LaTeX source files (Polish version) of TYPO3 CMS 6.2 LTS What's New Slides from development server to git.typo3.org.
64467;TYPO3 CMS - What's New;Task;;Resolved;Should have;TYPO3 7.0 - transfer files to git.typo3.org (Spanish);Michael Schams;Michael Schams;24/1/2015 2:45;TYPO3 CMS 7.0;TYPO3 CMS 7.0;24/1/2015;;;100;24/1/2015 1:31;;;-209100;;;Transfer LaTeX source files (Spanish version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64466;TYPO3 CMS - What's New;Task;;Resolved;Should have;TYPO3 7.0 - transfer files to git.typo3.org (Serbian);Michael Schams;Michael Schams;24/1/2015 2:45;TYPO3 CMS 7.0;TYPO3 CMS 7.0;24/1/2015;;;100;24/1/2015 1:30;;;-209050;;;Transfer LaTeX source files (Serbian version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64465;TYPO3 CMS - What's New;Task;;Resolved;Should have;TYPO3 7.0 - transfer files to git.typo3.org (Russian);Michael Schams;Michael Schams;24/1/2015 2:45;TYPO3 CMS 7.0;TYPO3 CMS 7.0;24/1/2015;;;100;24/1/2015 1:29;;;-209000;;;Transfer LaTeX source files (Russian version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64464;TYPO3 CMS - What's New;Task;;Resolved;Should have;TYPO3 7.0 - transfer files to git.typo3.org (Italian);Michael Schams;Michael Schams;24/1/2015 2:45;TYPO3 CMS 7.0;TYPO3 CMS 7.0;24/1/2015;;;100;24/1/2015 1:29;;;-208950;;;Transfer LaTeX source files (Italian version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64463;TYPO3 CMS - What's New;Task;;Resolved;Should have;TYPO3 7.0 - transfer files to git.typo3.org (German);Michael Schams;Michael Schams;24/1/2015 2:45;TYPO3 CMS 7.0;TYPO3 CMS 7.0;24/1/2015;;;100;24/1/2015 1:28;;;-208900;;;Transfer LaTeX source files (German version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64462;TYPO3 CMS - What's New;Task;;Resolved;Should have;TYPO3 7.0 - transfer files to git.typo3.org (English);Michael Schams;Michael Schams;24/1/2015 2:45;TYPO3 CMS 7.0;TYPO3 CMS 7.0;24/1/2015;;;100;24/1/2015 1:27;;;-208850;;;Transfer LaTeX source files (English version) of TYPO3 CMS 7.0 What's New Slides from development server to git.typo3.org.
64201;TypoScript Reference (TSref);Task;;Resolved;Should have;Update documentation for HTMLparser_tags  fixAttrib.[attribute].userFunc;Alexander Stehlik;;25/8/2015 19:38;;7;9/1/2015;;;100;9/1/2015 10:17;;;-195850;;;"When #59712 is merged it will be possible to pass additional parameters to the userFunc.

The tag value will then be passed in a configuration array to the user func with the array key @attributeValue@"
64129;TypoScript Reference (TSref);Task;;Resolved;Should have;Add new option excludeNoSearchPages;Stefan Froemken;Chris topher;6/3/2015 17:26;;7;5/1/2015;;;100;5/1/2015 15:49;;;-192250;;;"Since #57178 (TYPO3 CMS 7.1) there is a new option ""excludeNoSearchPages"" available for HMENU type ""browse"""
64025;Security Guide;Task;;New;Could have;SQL injection via TypoScript in GET/POST requests;Michael Schams;;23/12/2014 0:46;Guidelines for Integrators;;23/12/2014;;;0;23/12/2014 0:46;;;-187050;;;"In chapter *Guidelines for Integrators*, section ""TypoScript"" [1], we explain the risk of SQL injection via TypoScript. Nothing is wrong with that, but I wonder if we should expand the code example, so that is also covers strings in GET/POST requests and also describe to parse/inject the argument properly and securily.

I am thinking about a code fragment, Jigal van Hemert posted in the English mailing list [2] in December 2014:

<pre>lib.products = CONTENT
lib.products{
	table = TABLE
	select {
		selectFields = name
		pidInList = 26506
		orderBy = name
		where = sid like ###GPSID###
		markers {
			GPSID.data = GP:SID
		}
	}
	renderObj = COA
	renderObj {
		10  = COA
		10  {
			10 = TEXT
			10.dataWrap ={field:name}[\n]
		}
	}
}</pre>

If someone is interested and has the time to re-work the code snippet and add the ""argument as string"" example, knock yourself out :-)
The main point of the code above is that by using markers, values get escaped and quoted automatically if required.


[1] http://docs.typo3.org/typo3cms/SecurityGuide/GuidelinesIntegrators/Typoscript/Index.html
[2] http://lists.typo3.org/pipermail/typo3-english/2014-December/092321.html
"
63968;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.24.1;Chris topher;Chris topher;17/12/2014 21:29;;;17/12/2014;;;100;17/12/2014 21:26;;;-184200;;;"The release fixes a number of security related bugs in 1.24.0.

Also check extensions, which might be vulnerable as well."
63830;wiki.typo3.org;Task;;Resolved;Should have;Update password hashes;Chris topher;Chris topher;15/12/2014 19:30;;;13/12/2014;;;100;13/12/2014 17:22;;;-177300;;;"MediaWiki 1.24 uses a new password hashing algorithm (PBKDF2). Password hashes will automatically be updated as users log in. In addition, there is the maintenance script wrapOldPasswords.php that can wrap all passwords in PBKDF2, if we don't want to wait for all users to log in.

""Documentation of that script"":http://www.mediawiki.org/wiki/Manual:WrapOldPasswords.php currently is badly incomplete. 

Password types might be explained at http://www.mediawiki.org/wiki/Manual:$wgPasswordConfig 

Figure out how it's working and test it first!

Afterwards check, if existing accounts and new accounts still can log in properly!"
63562;wiki.typo3.org;Task;;Resolved;Should have;Update the Wiki to MediaWiki 1.24;Chris topher;Chris topher;15/12/2014 16:51;;;3/6/2014;;;100;4/12/2014 12:30;;;-163950;;;"MediaWiki 1.24 has been released and is now available.

h2. Relevant changes from the ""mailing list"":https://lists.wikimedia.org/pipermail/mediawiki-l/2014-November/043650.html:

All good.

h2. https://www.mediawiki.org/wiki/MediaWiki_1.24:

* Redirect to Special:UserLogin when logging in is required to proceed, instead of showing an error message
=> E.g. http://wiki.typo3.org/Special:Watchlist
=> Redirects to http://wiki.typo3.org/wiki/index.php?title=Special:UserLogin&returnto=Special%3AWatchlist&returntoquery=&warning=watchlistanontext
=> Update .htaccess redirect so that these URLs are redirected to typo3.org as well!
=> Added this RewriteRule:
RewriteCond %{QUERY_STRING} (?:^|&)title=Special:UserLogin(?:&|$) [NC]
RewriteCond %{QUERY_STRING} (?:^|&)returnto=([^&]+) [NC]
RewriteRule index\.php$ https://typo3.org/my-account/sso/wiki/?returnTo=%1 [R=301,L]
==> Done.

* https://phabricator.wikimedia.org/T41035
Improved Vector skin performance by removing collapsibleNav, which used to collapse some sidebar elements by default. This removes -list id suffixes like p-lang-list: instead of using things like #p-lang-list, you can do #p-lang .body ul. If you would like CollapsibleNav back please use the CollapsibleVector extension.
=> Done.

* Upgrade jQuery to version 1.11.x
=> JavaScript things in skin still working?
==> Is ok.

* File Wiki.php is missing => Has been renamed to MediaWiki.php, see https://git.wikimedia.org/commit/mediawiki%2Fcore.git/aef531f6d4b8eea10a35e2ee4f9bb522665867fa
=> Login works without it as well, but it is referenced in index_sso.php.
==> Fixed.

* Password hashes will automatically be updated as users log in. In addition, there is a maintenance script wrapOldPasswords.php that can wrap all passwords in PBKDF2 (or the hashing algorithm of your choice) if you don't want to wait for your users to log in.
=> Documentation is badly incomplete. Types might be explained in http://www.mediawiki.org/wiki/Manual:$wgPasswordConfig
=> Do later, issue created: https://forge.typo3.org/issues/63830
=> Done.


h2. RELEASE-NOTES-1.24

* The legacy '''skins/common/''' directory has been emptied and deleted as part of the skin system cleanup. Files that have been present in it have been moved elsewhere or deleted (if they were unused). If you loaded any of these files as part of your custom skin or on-wiki CSS/JS, you should make a copy of the old files in a non-MediaWiki directory.
 - skins/common/commonElements.css  -> 'mediawiki.skinning.elements' module
 - skins/common/commonContent.css   -> 'mediawiki.skinning.content' module
 - skins/common/commonInterface.css -> 'mediawiki.skinning.interface' module
=> The skin uses the modules and no longer accesses the files directly.
=> Is Ok.

h2. Update our skin

Use diff and adjust...
""Old branch."":https://git.wikimedia.org/history/mediawiki%2Fcore.git/1346cdbba7e7f4560b572a73ecd3625192440e98/skins  ""New branch"":https://git.wikimedia.org/history/mediawiki%2Fcore.git/ebb163995a27caca9c9b146f94a6c8058fe727b6/skins Relevant are the commits after 2014-04-10.
First one is 2014-04-10 = Remove #bodyContent { width: 100%, }
=> All done.

And then continue with the changes from inside the separate Vector repo:
https://git.wikimedia.org/log/mediawiki%2Fskins%2FVector.git/refs%2Fheads%2FREL1_24
=> Done.

For updates needed for skin autodiscovery see forge #59311.
=> Done.

Change the resourceLoader registration of our skin (again)...
=> LocalSettings.php/ main skin file! Like vector... 
==> Done.

On http://wiki.typo3.org/MediaWiki:Geshi.css
=> Replace all occurrences of #bodyContent with .mw-body-content - also the one in the comment!
=> Done, but STILL TODO IN LIVE SYSTEM (see changes from December 8th)!
==> Done.

WikiEditor toolbar in TYPO3Vector skin again has blue background.
=> On [[MediaWiki:TYPO3Vector.css]] update casing in the path inside the rule from ""typo3vector"" to ""TYPO3Vector""!
=> Done, but STILL TODO IN LIVE SYSTEM (see changes from December 8th)!
==> Done.

Input fields have nasty orange border, e.g. on the special page ""Move page""...
=> Skin update did not fix this. Affects multiline and oneline fields.
=> Caused by .mw-ui-input:focus from components/typo3*.less.
=> Defined in MediaWiki in resources/src/mediawiki.ui/components/input.less.
==> Seems to overwrite the complete content of the file, which is not wanted. Solution?
===> See https://www.mediawiki.org/wiki/Manual:$wgResourceModuleSkinStyles
==> Done.

Input-Felder in TYPO3Design OK?
==> Affected the same way as above.
==> Done.

h2. Update CSS file(s) of the TYPO3Design skin

Needs ""update"":http://wiki.dev.typo3.org/User:Chrissitopher?useskin=typo3design
=> Done.

h2. Check list at http://wiki.dev.typo3.org/User:Chrissitopher

All fine, except this one:
File upload seems to work, but throws this error multiple times:
Warning: is_executable(): open_basedir restriction in effect. File(/bin/bash) is not within the allowed path(s): (list of paths) in includes/GlobalFunctions.php on line 2809
=> Related to thumbnail creation? (Thumbnails did get created...)
==> Workaround: Discussed with the Server Team in ""[Ticket#2014121074000321] Configuration change for the wiki server""
===> Added /bin to open_basedir, documented in https://forge.typo3.org/issues/63819.
===> Done.
==> In order to also work without this config change, this issue aims to fix the problem in MediaWiki: https://phabricator.wikimedia.org/T78159
==> Works for us. Done.

h2. Update skin inclusion in LocalSettings.php

#Like so: require_once ""$IP/skins/Vector/Vector.php"",
=> Do that with our skins (and with Vector, which was in wgSkipSkins, but _was_ installed and usable by useskin=vector).
==> Done.

h2. Other stuff, that needs fixes

Main page, box with links to Neos stuff has different line height.
=> .t3sidebar p gives wrong size after #content no longer kicks in.
==> Fixed.

---

h2. Update extensions

h3. Newly bundled for 1.24

None.

h3. Extensions from mediawiki.org

Update extensions from mediawiki.org.
=> Done.

h3. Our own, custom extensions

Add licence file and adjust configuration for this file to display on [[Special:Version]].
=> Done.

=> Extension updates are complete.

h3. PDF export feature

Check that HTML in the left-hand menu is displayed as it should. Functionality also still needs a test.
=> After upgrade, test on live system. STILL TODO
==> Is working. Done.


h2. Clean up old files

(diff mediawiki-1.24.0/ and wiki/).
=> Done.

h2. Order columns, remove db dumps in home/
=> Done.

h2. Commit changes to git repos
=> Done.

h2. Transfer extensions, skin AND changes in LocalSettings.php to live system!
=> Done.


h2. For after the update

New special page, MyLanguages, to redirect users to subpages with localised versions of a page. (Integrated from Extension:Translate)
=> Alternative to our translation system?
==> All unused anyway.
"
63520;TypoScript Reference (TSref);Task;;Resolved;Should have;Document deprecation of conditions browser, version, system and useragent;Chris topher;Chris topher;2/12/2014 19:14;;7;2/12/2014;;;100;2/12/2014 18:51;;;-161850;;;"#60574 deprecated these client related TypoScript conditions: browser, version, system and useragent

Conditions that depend on client details are unlovely for a number
of reasons:

* Per condition or permutation of conditions that matches, the frontend
  creates a different cache entry. This can lead to a very high number
  of cache entrys per page
* Most usual conditions for specific browsers can nowadays turned into
  conditional CSS includes
* Conditions based on browser or clients on server side are
  bad practice.
* If conditions for specific clients or devices are still needed, they
  should be done with a userFunc condition and a project like WURFL
  that keep the device information more recent than the current core
  code like matching AMIGA
* Setups like reverse proxies give additional headaches with these
  types of conditions
* All client related condition types are deprecated with this patch.

And see Deprecation-60574-ClientRelatedConditions.rst"
63481;TypoScript Reference (TSref);Task;;Resolved;Should have;"Add ""auto"" absRefPrefix option";Chris topher;Chris topher;5/3/2015 19:01;;7;1/12/2014;;;100;1/12/2014 14:02;;;-159900;;;"#58366 aims to add a new option to config.absRefPrefix.

When committed, document it!"
63366;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.7;Chris topher;Chris topher;27/11/2014 15:08;;;27/11/2014;;;100;27/11/2014 15:01;;;-154150;;;"The release fixes a number of security related bugs in 1.23.6.

Also check extensions, which might be vulnerable as well."
63352;TypoScript Reference (TSref);Task;;Resolved;Must have;Document the stdWrap property for stdWrap methods;Jo Hasenau;Chris topher;29/11/2014 23:19;;6.0;26/11/2014;;;100;26/11/2014 23:54;;;-153450;;;"Since TYPO3 4.5 almost the whole set of stdWrap methods has been stdWrap enabled by default. There are just a few exceptions, which can be found in \TYPO3\CMS\Frontend\ContentObject\ContentObjectRenderer::$stdWrapOrder and are marked as hook, cObject, functionName or stdWrap. Any other methodname followed by a dot and marked as array will trigger stdWrap itself.

This way you could even do things like

innerWrap.if.isTrue.dataWrap.wrap.override.data = GP:blah

The list of stdWrap methods in TSref is still missing a lot of ""/stdWrap"" indicators though, which is why people for example will switch to outerWrap or innerWrap, although wrap would have had stdWrap properties too."
62620;Installation and Upgrade Guide;Task;;Resolved;Should have;Add information about the minimum version to upgrade from;Chris topher;Chris topher;8/8/2016 16:42;;7;2/11/2014;;;0;2/11/2014 11:49;;;-116900;;;"The upgrade to TYPO3 CMS 7.x will only be possible from TYPO3 CMS 6.2.x or newer, not from older versions. Reason is that e.g. old upgrade wizards (also those, which had only been added in 6.2) have been removed in 7[1] and are expected to have been run. Add this required minimum version to the Upgrade section of the guide, e.g. here:
http://docs.typo3.org/typo3cms/InstallationGuide/Upgrade/


[1] https://git.typo3.org/Packages/TYPO3.CMS.git/commit/b66ff8c0ab815879afee0b0fa45c836984505152"
62543;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.6;Chris topher;Chris topher;29/10/2014 19:24;;;29/10/2014;;;100;29/10/2014 19:19;;;-113050;;;"The release fixes a number of security related bugs in 1.23.5.

Also check extensions, which might be vulnerable as well."
62163;Documentation Rendering;Task;;New;Should have;Upgrade to Debian Wheezy;Xavier Perseguers;;28/4/2015 11:46;;;11/10/2014;;;0;11/10/2014 16:13;;;-94050;;;"We are still stuck with Debian Squeeze, I guess because of script requirements by the infrastructure team.

Debian Squeeze is really outdated now, and we could gain from using Debian Wheezy (e.g., with package ""pandoc"" which is near to useless with Markdown reading currently in Squeeze)."
62126;TypoScript in 45 Minutes;Task;;Closed;Must have;Update for FAL;Francois Suter;;6/8/2016 14:29;doc_tut_ts45;7;9/10/2014;;;0;9/10/2014 14:28;;;-92200;;;"Page http://docs.typo3.org/typo3cms/TyposcriptIn45MinutesTutorial/TypoScriptFunctions/ImgResource/Index.html describes how to use an image which has been attached to a page's ""Media"" field. But it still uses the ""old"" way this worked. The example should use FAL references instead."
62025;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.5;Chris topher;Chris topher;3/10/2014 15:24;;;3/10/2014;;;100;3/10/2014 15:24;;;-87150;;;"The release fixes a number of security related bugs in 1.23.4.

Also check extensions, which might be vulnerable as well."
61888;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.4;Chris topher;Chris topher;25/9/2014 16:30;;;25/9/2014;;;100;25/9/2014 16:30;;;-80400;;;"The release fixes a number of security related bugs in 1.23.3.

Also check extensions, which might be vulnerable as well."
61492;TypoScript Reference (TSref);Task;;Resolved;Should have;Documentation for new, custom TypoScript conditions;Benni Mack;Chris topher;30/11/2014 21:11;;7;10/9/2014;10/9/2014;;100;9/9/2014 23:38;;;-60750;;;see https://review.typo3.org/#/c/32695 and the REST file.
61314;Documentation Rendering;Task;;Resolved;Should have;Remove hack from cron_rebuild.sh;Chris topher;Chris topher;25/9/2014 20:35;;;2/9/2014;;;100;2/9/2014 14:26;;;-51850;;;"cron_rebuild.sh currently contains a hack to manipulate the generated tex file in order to change styled quotes in literal blocks to straight quotes.

The new Sphinx version 1.2.3 contains a bugfix for this issue (see issue 636 of the Sphinx tracker).

Test and then remove our hack again!"
61244;wiki.typo3.org;Task;;Closed;Should have;Update MediaWiki to 1.23.3;Chris topher;Chris topher;28/8/2014 13:46;;;28/8/2014;;;100;28/8/2014 13:42;;;-48350;;;"The release fixes a number of security related bugs in 1.23.2.

Also check extensions, which might be vulnerable as well."
61040;Security Guide;Task;;Rejected;-- undefined --;URL corruption at the browser bar;Jens Schroeder-Fuerstenberg;;19/8/2014 5:28;;;18/8/2014;;;0;18/8/2014 20:25;;;-38150;;;"I have no idea whether this observation belongs to Typo3 or not. However, since today my firefox (version 31.0) browserbar shows the results (see image browserleiste_komische_resultate.png) when moving over certain entries of the left menu bar. 

The support of my hosting company could confirm the observation from his computer too.

It doesn't happen when I do this with the English version an it doesn't happen with the Internet Explorer with both German and English version. 

I tried on online website virus and malware check and both were negative. 

Do you have an idea?  Thanks in advance

Jens 


"
60843;Documentation Rendering;Task;Epic #60470: Enhance PDF rendering;Resolved;Should have;Change the TYPO3 logo;Xavier Perseguers;Xavier Perseguers;8/8/2014 7:22;;;7/8/2014;;;100;7/8/2014 16:22;;;-28350;;;The TYPO3 logo is fully orange instead of having black text.
60828;Documentation Rendering;Task;;Resolved;Should have;Add styling for the left hand side menu in the singlehtml version;Chris topher;Chris topher;6/8/2014 19:23;;;6/8/2014;;;100;6/8/2014 19:07;;;-27600;;;"I had a look at the singlehtml/ version of the manuals and I saw that the left hand side menu is still broken.

I have tested the problem and I think this can be fixed by ?simply? adding the correct ids/classes to the HTML code (with other words: the CSS needed for the styling is already there and no change is needed at that point).

In the ?ordinary? page versions (e.g. http://docs.typo3.org/typo3cms/InstallationGuide/ ) this is what the HTML code looks like:

<pre>
<ul id=""nav-aside"" class=""cnt-2"">
<li class=""toctree-l1 nav-aside-lvl1 cnt-3"">
<a class=""cnt-5 nav-aside-lvl1 reference internal"" href=""Introduction/Index.html"">Introduction</a>
</li>
<li class=""toctree-l1 nav-aside-lvl1 cnt-6"">
<a class=""cnt-8 nav-aside-lvl1 reference internal"" href=""QuickInstall/Index.html"">Introduction</a>
</li>
</pre>
The result of this HTML is styled correctly.


In the singlehtml/ version however, (e.g. http://docs.typo3.org/typo3cms/InstallationGuide/singlehtml/ ) this in contrast is the HTML code (note the missing classes):
<pre>
<ul>
<li class=""toctree-l1"">
<a class=""reference internal"" href=""Index.html#document-Introduction/Index"">Introduction</a>
</li>
<li class=""toctree-l1"">
<a class=""reference internal"" href=""Index.html#document-QuickInstall/Index"">Quick Installation</a>
</li>
</pre>
The result is unstyled.

I could fix this by adding exactly three things:
Add to the ul tag: id=""nav-aside"" and
Add to each li tag the class: ""nav-aside-lvl1"" and
Add to each a tag the class: ""nav-aside-lvl1""

Where and how must these changes be integrated in order to by default become part of all newly generated singlehtml/ versions?
"
60813;TYPO3.Docs;Task;;New;Should have;Update Domain Models;Marc Neuhaus;Marc Neuhaus;6/8/2014 9:33;;;6/8/2014;;;0;6/8/2014 9:33;;;-26850;;;http://dl.dropbox.com/u/314491/Screenshots/770pcjapj5r9.png
60744;Security Guide;Task;;Closed;Should have;Raise version of TYPO3 Security Guide to 1.0.6;Michael Schams;Michael Schams;4/8/2014 14:00;;1.0.6;21/3/2014;;3.00;100;2/8/2014 14:40;;;-23400;;;"Raise version of the TYPO3 Security Guide to version 1.0.6.
Depends on review of #57144, #59030 and #59398.
"
60689;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.2;Chris topher;Chris topher;30/7/2014 22:49;;;30/7/2014;;;100;30/7/2014 22:35;;;-20650;;;"The release fixes a number of security related bugs in 1.23.1.

Also check extensions, which might be vulnerable as well."
60499;Documentation Rendering;Task;Epic #60470: Enhance PDF rendering;New;Should have;Change default font ;Xavier Perseguers;;23/7/2014 15:05;;;23/7/2014;;;0;23/7/2014 14:59;;;-11150;;;"Conversation on Twitter:

Jigal van Hemert:

bq. Current font is used too much in the world and it was designed in a time when print was done on absorbing (news) paper. If you put ink on a newspaper it runs a bit. The sharp features of a glyph are softened a bit.

ben van 't ende:

bq. I find ""calluna"":http://www.exljbris.com/calluna.html a beautiful serif font. the regular is free.

Xavier Perseguers:

bq. I found a demo of various fonts w/ LaTeX, incl. Calluna ""here"":http://ctan.math.utah.edu/ctan/tex-archive/macros/xetex/latex/fontbook/fontbook-freefonts.pdf"
60278;wiki.typo3.org;Task;;Resolved;Should have;Update the BugtrackerStatus extension for new Forge version;Chris topher;Chris topher;11/7/2014 22:17;;;11/7/2014;;;100;11/7/2014 19:57;;;-100;;;"Since the Forge update has been done, the extension, which realizes the <issue> tag, does no longer get all information correctly (see the ""Sandbox"":http://wiki.typo3.org/Sandbox#issues_.28forge.29). This is caused by the content of the json response (example: https://forge.typo3.org/issues/60278.json) having changed.

Update the code in extensions/BugtrackerStatus/... accordingly so that it works with the structure of the response as it is now. Also use http*s* instead of http now - might also be part of the problem."
434;TYPO3 Tutorial for Editors;Task;;Closed;Should have;[Manual] typo3_tut;Daniel Brüßler;DocTeam no-lastname-given;26/10/2011 20:10;;1.1.0;31/3/2008;5/4/2008;2.00;100;30/3/2008 1:13;;;1750;2.00;;"convert to .sxw, move Marlies' additional stuff to separate page, check if we shall publish it also under the name ""editor_beginners_tut"""
711;TypoScript in 45 Minutes;Task;;Closed;Could have;"TUG Münster: ""45MinutesTypoScript""";Daniel Brüßler;Martin Holtz;26/9/2011 12:48;;;5/6/2008;30/6/2008;20.00;100;5/6/2008 10:32;;;2950;20.00;;"Writing a Short Typoscript Introduction for the TYPO3 Usergroup in Münster - *""45MinutesTypoScript""* in german only, if someone think it is worth to translate to english and help me to do so, give me an note

manual: http://wiki.typo3.org/index.php/User:Maholtz/45MinutesTypoScript"
739;TypoScript in 45 Minutes;Task;;Closed;Could have;mixture of gmenu and tmenu should be explained;Martin Holtz;Martin Holtz;26/9/2011 23:06;;;9/6/2008;30/6/2008;5.00;100;9/6/2008 11:33;;;3350;5.00;;"http://wiki.typo3.org/index.php/User:Maholtz/45MinutesTypoScript#Ein_Men.C3.BC_bauen

Das ""mischen"" von unterschiedlichen Menü-Typen sollte erklärt werden.

Ich denke ein GMenü kombiniert ggf. mit einem Layer-Menü?"
771;wiki.typo3.org;Task;;Closed;Must have;Wiki ReleaseNotes for 4.0.9, 4.1.7, 4.2.1 and patch-guide;Daniel Brüßler;Daniel Brüßler;26/9/2011 11:17;;;11/6/2008;11/6/2008;0.50;100;11/6/2008 14:12;;;3550;0.50;;http://wiki.typo3.org/Category:ReleaseNotes
777;TypoScript in 45 Minutes;Task;;Closed;Could have;TSref 45minutes - Write news-text to get more help;Daniel Brüßler;Susanne Moog;26/9/2011 12:49;;;13/6/2008;;0.00;90;13/6/2008 10:46;;;3600;0.00;;"== content ==
* aim of the manual
* info how people can support it and 2 .. 3 open tasks
* work is done in the wiki
* link of startpage to TSref-german and to the 45minutes document
* short info about DocTeam

== publish where ==
* for forge
* in"
804;Documentation;Task;;Closed;Could have;care for team-category in news.typo3.org;Daniel Brüßler;Daniel Brüßler;20/10/2010 11:40;;sprint 2008/05;17/6/2008;25/6/2008;0.00;100;17/6/2008 19:07;;;3750;;;.
805;Documentation;Task;;Closed;Could have;DanielMartinSusanne Wednesday 1830 GMT+2 via skype;Daniel Brüßler;DocTeam no-lastname-given;20/10/2010 11:40;;sprint 2008/05;17/6/2008;18/6/2008;1.00;10;17/6/2008 19:18;;;3800;;;(BerlinTime = GMT+2)
814;Documentation;Task;;Closed;Could have;Erklärung für das ändern/updaten von einzelnen Elementen hier in forge;Martin Holtz;Martin Holtz;20/10/2010 11:40;;sprint 2008/05;18/6/2008;;0.00;100;18/6/2008 19:56;;;3850;;;Daniel hatte erklärt, wie das geht - Screenshots machen und im forge.typo3.org Wiki einbinden.
815;wiki.typo3.org;Task;;Closed;Must have;De:TS für geshi;Daniel Brüßler;Martin Holtz;26/9/2011 11:58;;;18/6/2008;30/6/2008;0.00;80;18/6/2008 20:20;;;3900;0.00;;"keyword ""TEMPLATE"" soll verlinkt werden zu 

http://wiki.typo3.org/index.php/De:TSref/TEMPLATE

Probleme:
* wie alle nötigen keywords in geshi zur Verfügung stellen?"
816;Documentation;Task;;Closed;Must have;international flaggs in upper box;Daniel Brüßler;Martin Holtz;20/10/2010 11:40;;sprint 2008/05;18/6/2008;10/7/2008;0.00;100;18/6/2008 20:25;;;3950;;;.
818;wiki.typo3.org;Task;;Closed;Must have;list of all TSref-keywords?;Daniel Brüßler;Martin Holtz;26/9/2011 12:44;;;18/6/2008;28/6/2008;1.00;100;18/6/2008 20:35;;;4000;1.00;;"the geshi-rendering is just possible when I have the list of all TS-keywords.

That list I will import via PHP and ""give"" it to geshi to link it."
