#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags
31601,Templating Tutorial,Bug,"",Resolved,Should have,"SUBNAV only displays pages on level 1, but not below",Chris topher,Chris topher,2011-11-06 14:55,"",1.0.0,2011-11-05,"","",100,2011-11-05 16:56,"","",349100,"",""
31680,wiki.typo3.org,Bug,"",Closed,Should have,Fix PHP Notices,Chris topher,Chris topher,2011-11-14 21:39,"","",2011-11-08,"","",100,2011-11-08 15:03,"","",352900,"",""
31782,TypoScript Reference (TSref),Bug,"",Closed,Should have,Fix typo in description of optionSplit for HMENU.(mObj).TMENU,Chris topher,Chris topher,2011-12-02 14:56,"",4.6.0,2011-11-13,"","",100,2011-11-13 01:11,"","",358000,"",""
32321,Security Guide,Bug,"",Closed,Should have,Wrong name in introduction?,Helmut Hummel,Michael Schams,2012-03-22 17:15,"",1.0.1,2011-12-06,"","",90,2011-12-06 09:14,"","",384750,"",""
32345,Documentation,Bug,"",Resolved,Should have,Add security guide to preview.typo3.org,Chris topher,Chris topher,2012-03-31 16:50,Documentation on typo3.org,"",2011-12-06,"","",100,2011-12-06 18:53,"","",385950,"",""
32414,TypoScript Reference (TSref),Bug,"",Closed,Must have,strftime.GMT is not documented,Martin Holtz,Martin Holtz,2012-04-23 20:46,"",4.7.0,2011-12-09,"","",100,2011-12-09 13:33,"","",389350,"",""
32678,TSconfig,Bug,"",Closed,Should have,Add description of disablePageInformation for the page module,Felix Kopp,Christian Woebbeking,2012-04-23 20:47,"",4.7.0,2011-12-19,"","",100,2011-12-19 00:14,"","",402150,"",""
32766,wiki.typo3.org,Bug,"",Resolved,Should have,ConfirmEdit: Merge diff from old version,Chris topher,Chris topher,2012-03-08 15:43,"","",2011-12-22,"","",100,2011-12-22 00:04,"","",406550,"",""
32900,Security Guide,Bug,"",Closed,Should have,"typo in chapter ""versions and lifecycle""",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 00:24,"","",412250,"",""
32901,Security Guide,Bug,"",Closed,Should have,"typo: 2x space in chapter ""Difference between core and extensions""",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 00:27,"","",412300,"",""
32902,Security Guide,Bug,"",Closed,Should have,"Typo in chapter ""Announcement of updates and security fixes""",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 00:30,"","",412350,"",""
32903,Security Guide,Bug,"",Closed,Should have,"Disputable diction ""cracker"" in chapter ""Authorization bypass""",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 00:38,"","",412400,"",""
32904,Security Guide,Bug,"",Closed,Should have,"Typo in chapter ""Authorization bypass""",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 00:41,"","",412450,"",""
32905,Security Guide,Bug,"",Closed,Should have,"Add word ""end-users""  to list (chapter ""General Guidelines -> Communication"")",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 00:45,"","",412500,"",""
32906,Security Guide,Bug,"",Closed,Should have,"Clarify disputable word ""unencryptedly""",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 00:49,"","",412550,"",""
32907,Security Guide,Bug,"",New,Should have,"2x chapter titled ""Other services""",Michael Schams,"",2014-03-25 16:14,"","",2012-01-02,"","",0,2012-01-02 00:52,"","",412600,"",""
32908,Security Guide,Bug,"",Closed,Should have,"Inconsistent font in chapter ""Guidelines for TYPO3 Integrators""",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 00:56,"","",412650,"",""
32909,Security Guide,Bug,"",Resolved,Should have,Logical issue: FTP recommended or not,Michael Schams,"",2013-10-11 01:35,"",1.0.4,2012-01-02,"","",100,2012-01-02 01:00,"","",412700,"",""
32910,Security Guide,Bug,"",Closed,Should have,"Missing space in chapter ""Global TYPO3 configuration options""",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 01:04,"","",412750,"",""
32911,Security Guide,Bug,"",Resolved,Should have,"Missing information: default value of ""cookieSecure""",Michael Schams,"",2013-10-11 01:35,"",1.0.4,2012-01-02,"","",100,2012-01-02 01:07,"","",412800,"",""
32912,Security Guide,Bug,"",Closed,Should have,"Typo in chapter ""...Hacked Site""",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 01:11,"","",412850,"",""
32913,Security Guide,Bug,"",Closed,Should have,"Typo in chapter ""...Hacked Site"" (use plural of editor)",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 01:14,"","",412900,"",""
32914,Security Guide,Bug,"",Closed,Should have,"Typo in chapter ""...Hacked Site"" (use ""similar"" instead of ""etc"")",Michael Schams,Michael Schams,2012-03-22 17:15,"",1.0.1,2012-01-02,"","",90,2012-01-02 01:16,"","",412950,"",""
32997,TCA Reference,Bug,"",Closed,Should have,Documentation for [FEATURE] Add possibility to define foreign_match_fields for IRRE inline relations.,Ingmar Schlecht,Francois Suter,2012-04-23 22:18,"",4.7.0,2012-01-05,"","",100,2012-01-05 15:37,"","",416850,"",""
33063,TCA Reference,Bug,"",Closed,Should have,Documentation for [FEATURE] Hidden palettes in TCEForms,Ingmar Schlecht,Francois Suter,2012-04-23 22:18,"",4.7.0,2012-01-09,"","",100,2012-01-09 11:18,"","",420050,"",""
33065,TCA Reference,Bug,"",Closed,Should have,Documentation for [FEATURE] Enable TCA type field to depend on field of foreign table,Ingmar Schlecht,Francois Suter,2012-04-23 22:18,"",4.7.0,2012-01-09,"","",100,2012-01-09 12:05,"","",420150,"",""
33583,Documentation,Bug,"",New,Should have,Add manuals of sysexts to core documentation on docs.typo3.org,Steffen Müller,"",2014-03-29 18:40,"","",2012-02-01,"","",0,2012-02-01 11:22,"","",445650,"",""
34286,TCA Reference,Bug,"",Closed,Should have,Documentation for [FEATURE] IRRE - Possibility to avoid rendering of foreign_selector,Ingmar Schlecht,Francois Suter,2012-04-23 22:18,"",4.7.0,2012-02-26,"","",0,2012-02-26 13:01,"","",480500,"",""
34287,TCA Reference,Bug,"",Closed,Should have,Documentation for [FEATURE] IRRE - Possibility to render custom header controls,Ingmar Schlecht,Francois Suter,2012-04-23 22:18,"",4.7.0,2012-02-26,"","",100,2012-02-26 13:10,"","",480550,"",""
34302,TCA Reference,Bug,"",Closed,Should have,Documentation for [FEATURE] Integrate possibility to overrule types array in TCEforms_inline,Ingmar Schlecht,Francois Suter,2012-04-23 22:18,"",4.7.0,2012-02-26,"","",100,2012-02-26 21:15,"","",481150,"",""
34472,TypoScript Reference (TSref),Bug,"",Closed,Should have,Rule 3 of the optionSplit description is incorrect,Steffen Ritter,"",2012-04-23 20:46,"",4.7.0,2012-03-02,"","",100,2012-03-02 22:28,"","",489500,"",""
34689,TypoScript in 45 Minutes,Bug,"",Closed,Should have,Error in Russian translation,Mihail ,Andrey Aksenov,2016-08-06 14:24,"","",2012-03-09,"","",0,2012-03-09 15:02,"","",499900,"",""
34797,Documentation,Bug,"",Rejected,Could have,Not all line breaks are respected in online documentation,Oliver Salzburg,Francois Suter,2012-03-13 19:10,"","",2012-03-13,"","",0,2012-03-13 17:23,"","",505300,"",""
34839,ReST tools,Bug,"",Resolved,Must have,Some bugfixes and additions to the ooxhtml2rst parser.,Martin Bless,Martin Bless,2012-03-14 15:58,"","",2012-03-14,"","",0,2012-03-14 15:49,"","",507400,"",""
34841,Core APIs,Bug,"",Closed,Could have,Some minor corrections to doc_core_api,Oliver Salzburg,Chris topher,2013-01-11 09:44,"","",2012-03-14,"","",100,2012-03-14 16:49,"","",507500,"",""
35128,Installation and Upgrade Guide,Bug,"",Rejected,Could have,wrong country flag,Franz Holzinger,Francois Suter,2012-03-22 13:08,"","",2012-03-22,"","",0,2012-03-22 08:38,"","",521450,"",""
35221,wiki.typo3.org,Bug,"",Resolved,Should have,SSO: Sometimes the user is not logged in after login,Chris topher,Chris topher,2012-05-19 16:38,"","",2012-03-25,"","",100,2012-03-25 14:54,"","",526050,"",""
35397,TypoScript Reference (TSref),Bug,"",Closed,Should have,TSref must use Share font for headings,Francois Suter,Francois Suter,2012-04-23 20:46,"",4.7.0,2012-03-30,"","",100,2012-03-30 15:11,"","",534700,"",""
35591,Documentation,Bug,"",Resolved,Should have,Link to TSref is wrong,Laura Thewalt,Chris topher,2012-04-03 12:38,Documentation on typo3.org,"",2012-04-03,"","",100,2012-04-03 10:54,"","",544350,"",""
35715,Documentation,Bug,"",Resolved,Must have,Some links broken in Documentation article,Joh. Feustel,Chris topher,2012-04-11 21:44,Documentation on typo3.org,"",2012-04-05,"","",100,2012-04-05 12:42,"","",550500,"",""
35719,wiki.typo3.org,Bug,"",Resolved,Must have,"SSO: Login from a page with ""/"" redirects to wrong target",Chris topher,Helmut Hummel,2012-04-05 19:11,"","",2012-04-05,"","",100,2012-04-05 13:34,"","",550700,"",""
36366,TSconfig,Bug,"",Closed,Should have,TSconfig must use Share font for headings,Chris topher,Chris topher,2012-04-23 20:47,"",4.7.0,2012-04-20,"","",100,2012-04-20 12:27,"","",581900,"",""
36367,TSconfig,Bug,"",Closed,Should have,Fix internal format of nine screenshots,Chris topher,Chris topher,2012-04-23 20:47,"",4.7.0,2012-04-20,"","",100,2012-04-20 12:46,"","",581950,"",""
36374,TypoScript Reference (TSref),Bug,"",Rejected,Should have,typo in stdWrap.strftime,Martin Holtz,Martin Holtz,2012-04-20 14:24,"","",2012-04-20,"","",0,2012-04-20 13:27,"","",582150,"",""
36375,TypoScript Reference (TSref),Bug,"",Closed,Should have,.GMT as property of date,Martin Holtz,Martin Holtz,2012-04-23 20:46,"",4.7.0,2012-04-20,"","",100,2012-04-20 13:30,"","",582200,"",""
36427,TypoScript Syntax,Bug,"",Closed,Should have,Fix outdated statement about conditions,Chris topher,Chris topher,2013-04-11 19:06,"","",2012-04-22,"","",100,2012-04-22 17:30,"","",584800,"",""
36429,TypoScript Syntax,Bug,"",Closed,Should have,Use Share font for headings,Chris topher,Chris topher,2013-04-11 19:06,"","",2012-04-22,"","",100,2012-04-22 17:35,"","",584900,"",""
36699,TypoScript Reference (TSref),Bug,"",Closed,Should have,Add note on removal of noBlur in menus,Chris topher,Chris topher,2013-03-03 20:51,"",6.0,2012-04-29,"","",100,2012-04-29 13:08,"","",598200,"",""
36854,wiki.typo3.org,Bug,"",Resolved,Should have,One of the containers at the top of the page is not visible,Chris topher,Chris topher,2013-06-09 23:05,"","",2012-05-04,"","",100,2012-05-04 20:09,"","",605900,"",""
36915,Documentation,Bug,"",Resolved,Should have,"OpenSearch Feature ""ext search problem"" after typo3.org update!",Josef F. Glatz (Old User),Martin Holtz,2012-05-24 09:47,"","",2012-05-07,2012-05-24,0.25,100,2012-05-07 14:50,"","",608900,"",opensearch
37056,Documentation,Bug,"",Resolved,Should have,broken links in document library,Martin Muskulus,Chris topher,2012-05-12 14:28,Documentation on typo3.org,"",2012-05-10,"","",100,2012-05-10 13:20,"","",615900,"",""
37427,Documentation,Bug,"",Resolved,Should have,Doxygen generate docset,Daniel Siepmann,Fabien Udriot,2015-07-05 23:43,"","",2012-05-23,"",0.50,0,2012-05-23 12:02,"","",634100,"",doxygen
37458,TCA Reference,Bug,"",Closed,Should have,Documentation for [FEATURE] Enable overriding element browser type,Ingmar Schlecht,Francois Suter,2013-04-29 22:40,"",6.0.0,2012-05-24,"","",100,2012-05-24 10:09,"","",635650,"",""
38075,Documentation,Bug,"",Closed,Should have,docs.typo3incubator.org offline,Peter Ruijter,"",2012-06-28 13:24,"","",2012-06-15,"","",0,2012-06-15 12:42,"","",666350,"",""
38475,TSconfig,Bug,"",Resolved,Should have,Option history.maxAgeDays is not used anymore,Stefan Galinski,"",2012-10-09 23:37,"",6.0,2012-06-29,"","",100,2012-06-29 11:00,"","",686350,"",""
38973,TypoScript Reference (TSref),Bug,"",Rejected,Must have,wrapItemAndSub is stdWrap but documented as wrap,Christof Rodejohann,Francois Suter,2012-07-16 08:46,"","",2012-07-16,"",0.15,0,2012-07-16 05:41,"","",710650,"",""
39024,Documentation,Bug,"",Closed,Should have,pageTS options.pageTree.onlineWorkspaceInfo not available in TYPO3 4.7,Chris Müller,Chris topher,2012-11-27 15:28,"","",2012-07-17,"","",100,2012-07-17 13:31,"","",713050,"",""
39443,TCA Reference,Bug,"",Closed,Should have,Wrong parameter name foreign_table_match,Thorben Nissen,Francois Suter,2013-04-29 22:40,"",6.0.0,2012-08-01,"","",100,2012-08-01 13:03,"","",733900,"",""
39738,Core APIs,Bug,"",Closed,Should have,New Logging API,Steffen Gebert,Steffen Gebert,2013-05-16 23:14,"",6.0,2012-08-12,"","",100,2012-08-12 19:58,"","",748600,"",""
39782,Documentation Rendering,Bug,"",Resolved,Must have,Change URL structure for the TYPO3 Git Queue,Fabien Udriot,Fabien Udriot,2012-08-29 18:48,"",Workflow automation,2012-08-13,"","",100,2012-08-13 18:52,"","",750600,"",""
39809,Core APIs,Bug,"",Closed,Should have,Malformed markup in sys_log chapter,Francois Suter,Francois Suter,2013-01-11 09:44,"",6.0,2012-08-14,"","",0,2012-08-14 21:00,"","",751950,"",""
39827,TYPO3 Tutorial for Editors,Bug,"",Rejected,Should have,broken online documentation (pictures),Simon Schaufelberger,"",2012-12-07 14:36,"","",2012-08-15,"","",100,2012-08-15 13:13,"","",752850,"",""
39875,ReST tools,Bug,"",Accepted,Should have,'t3sphinx' should run on Python 3.x,Martin Bless,Martin Bless,2013-08-03 16:02,"",Output tuning and integration,2012-08-17,"","",0,2012-08-17 08:26,"","",755250,"",""
40022,Documentation Rendering,Bug,"",Resolved,Should have,Fix persistance inside a Beanstalk Queue,Fabien Udriot,Fabien Udriot,2012-08-23 19:23,"",Workflow automation,2012-08-21,"","",100,2012-08-21 13:05,"","",762550,"",""
40165,Documentation,Bug,"",Rejected,Should have,Login Bug on first attempt - phpmyadmin (TYPO3 4.7),Jens no-lastname-given,Francois Suter,2012-10-31 09:54,"","",2012-08-25,"","",0,2012-08-25 11:25,"","",769700,"","Login Bug, first attempt, phpmyadmin"
40589,ReST tools,Bug,"",Accepted,Should have,"html2rest parser ""ooxhtml2rst.py"" should not wrap atomic inline elements at column 72",Martin Bless,Martin Bless,2012-09-04 12:01,"",Output tuning and integration,2012-09-04,"","",0,2012-09-04 12:01,"","",788450,"",""
41037,TCA Reference,Bug,"",Closed,Should have,Duplicate code in range example,Francois Suter,Francois Suter,2013-04-29 22:40,"",6.0.0,2012-09-18,"","",0,2012-09-18 12:30,"","",809850,"",""
41338,Coding Guidelines,Bug,"",Resolved,Should have,Change CGL for inline comments,Stefano Kowalke,"",2012-10-27 12:39,"",6.0.0,2012-09-25,"","",100,2012-09-25 09:10,"","",824200,"",""
41366,FAL Documentation,Bug,"",Resolved,Should have,"Update conf.py, Settings.yml and Includes.txt",Martin Bless,Martin Bless,2012-10-27 13:35,"","",2012-09-25,"","",100,2012-09-25 18:12,"","",825600,"",""
41443,ReST tools,Bug,"",Resolved,Should have,List of Intersphinx keys,Francois Suter,Francois Suter,2012-10-17 22:35,"",Output tuning and integration,2012-09-28,"","",100,2012-09-28 12:29,"","",829450,"",""
41644,Documentation Rendering,Bug,"",Resolved,Should have,Exception occurred in fieldlisttable.py,Fabien Udriot,"",2012-11-14 14:43,"","",2012-10-06,"","",0,2012-10-06 23:53,"","",838200,"",""
41778,wiki.typo3.org,Bug,"",Resolved,Should have,tsref: PAGE references (missing) FRAMESET,Stefan Neufeind,Chris topher,2013-02-05 17:43,"","",2012-10-09,"","",100,2012-10-09 14:32,"","",844350,"",""
42427,TypoScript Reference (TSref),Bug,"",Closed,Should have,Wrong description in an example on stdWrap.crop,Francois Suter,Chris topher,2013-03-03 20:51,"",6.0,2012-10-26,"","",100,2012-10-26 19:36,"","",876000,"",""
42445,TypoScript Reference (TSref),Bug,"",Closed,Should have,Fix warning after last commit,Chris topher,Chris topher,2013-03-03 20:51,"",6.0,2012-10-27,"","",100,2012-10-27 18:21,"","",876900,"",""
42446,TypoScript Reference (TSref),Bug,"",Closed,Should have,"Fix warnings: Unknown interpreted text role ""underline"".",Chris topher,Chris topher,2013-03-03 20:51,"",6.0,2012-10-27,"","",100,2012-10-27 18:42,"","",876950,"",""
42577,TypoScript Reference (TSref),Bug,"",Closed,Should have,Update reST markup,Chris topher,Chris topher,2013-03-03 20:51,"",6.0,2012-10-31,"","",100,2012-10-31 23:46,"","",883400,"",""
42679,ReST tools,Bug,"",Resolved,Should have,Directive ref-targets-list should list ALL targets,Martin Bless,Martin Bless,2012-11-05 22:35,"","",2012-11-05,2012-11-05,"",100,2012-11-04 21:38,"","",888200,"",""
42876,wiki.typo3.org,Bug,"",Resolved,Should have,Fix typo in logo subtitle,Andreas Wolf,Chris topher,2012-11-12 16:29,"","",2012-11-12,"","",100,2012-11-12 13:24,"","",897900,"",""
42886,wiki.typo3.org,Bug,"",Resolved,Should have,"Uploading files, which are a bit bigger, results in server error 500",Chris topher,Chris topher,2013-06-14 18:57,"","",2012-11-12,"","",100,2012-11-12 16:51,"","",898400,"",""
43007,wiki.typo3.org,Bug,"",On Hold,Should have,Login to the dev wiki broken?,Chris topher,"",2016-12-12 16:26,"","",2012-11-15,"","",0,2012-11-15 22:51,"","",904400,"",""
43012,TSconfig,Bug,"",Resolved,Should have,Missing page tree options,Francois Suter,Christian Woebbeking,2012-11-25 23:13,"",6.0,2012-11-16,"","",100,2012-11-16 10:32,"","",904650,"",""
43054,Extbase Book Translation,Bug,"",New,Should have,"""Temporary link"" to book rendering is now dead",Den Denyer,"",2012-11-17 19:56,"","",2012-11-17,"","",0,2012-11-17 16:50,"","",906750,"",""
43437,TSconfig,Bug,"",Resolved,Must have,Missing: admPanel.override.tsdebug.forceTemplateParsing = 1,Martin Bless,Christian Woebbeking,2012-12-21 14:27,"",6.0,2012-11-29,"",0.50,100,2012-11-29 11:38,"","",925850,"",""
43638,Documentation Rendering,Bug,"",Rejected,Must have,Currently fails: 010_cronjob_get_new_from_ter,Martin Bless,Martin Bless,2013-09-16 19:38,"","",2012-12-05,"","",0,2012-12-05 18:13,"","",935800,"",""
43678,Documentation,Bug,"",Accepted,Could have,doc_tut_editors,Henning Nelihsen,Henning Nelihsen,2012-12-07 18:36,Manuals,"",2012-12-06,"","",0,2012-12-06 18:15,"","",937800,"",""
43713,ReST tools,Bug,"",Resolved,Must have,Fix bug in ExtendingSphinxForTYPO3,Martin Bless,"",2012-12-07 14:35,"","",2012-12-07,"","",100,2012-12-07 13:28,"","",939500,"",""
43717,ReST tools,Bug,"",Resolved,Must have,Make all paths of external css/js files absolute for theme t3org,Martin Bless,Philipp Gampe,2012-12-07 15:35,"","",2012-12-07,"","",100,2012-12-07 14:44,"","",939700,"",""
43724,ReST tools,Bug,"",Resolved,Must have,Correct path of TCA Reference,Francois Suter,Francois Suter,2013-01-06 18:35,"",Output tuning and integration,2012-12-07,"","",100,2012-12-07 16:03,"","",940050,"",""
43738,ReST tools,Bug,"",Resolved,Should have,"Make all paths of external css/js files absolute for theme ""typo3""",Martin Bless,Martin Bless,2012-12-07 23:36,"","",2012-12-07,"","",100,2012-12-07 22:37,"","",940750,"",""
43751,wiki.typo3.org,Bug,"",Resolved,Should have,Logout from wiki is not working,Tymoteusz Motylewski,Chris topher,2012-12-09 16:42,"","",2012-12-08,"","",100,2012-12-08 12:04,"","",941400,"",""
43776,wiki.typo3.org,Bug,"",Resolved,Should have,Evaluate 404 errors/fix wrong redirects,Chris topher,Chris topher,2013-02-02 16:46,"","",2012-12-08,"","",100,2012-12-08 18:47,"","",942650,"",""
43828,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Fix typo in example for config.defaultGetVars,Jonas Renggli,Chris topher,2012-12-10 14:35,"","",2012-12-10,"","",100,2012-12-10 13:41,"","",945200,"",""
43904,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Update description of renderObj of the cObject CONTENT,Den Denyer,Chris topher,2012-12-20 20:36,"","",2012-12-12,"","",100,2012-12-12 10:26,"","",949000,"",""
43918,Coding Guidelines,Bug,"",Resolved,Should have,"Clarify on versions for CGL (v4, v6, CMS, ...)",Stefan Neufeind,Chris topher,2013-05-07 20:02,"","",2012-12-12,"","",100,2012-12-12 15:00,"","",949700,"",""
44023,ReST tools,Bug,"",Resolved,Must have,Restore style for inline code samples,Francois Suter,"",2013-10-17 19:47,"","",2012-12-14,"","",100,2012-12-14 17:53,"","",954900,"",""
44047,Documentation Rendering,Bug,"",Resolved,Should have,Fatal error in 3pdb_sxw2html.py,Fabien Udriot,Fabien Udriot,2012-12-17 14:10,"",Workflow automation,2012-12-17,"","",100,2012-12-17 11:59,"","",956100,"",""
44067,ReStructured Text Infrastructure,Bug,"",New,Should have,Fix adding of superfluous spaces,Chris topher,Martin Bless,2012-12-17 17:41,"","",2012-12-17,"","",0,2012-12-17 17:41,"","",957100,"",""
44175,FAL Documentation,Bug,"",Resolved,Should have,typo in Administrators/Index.html#introduction-basic-concepts,Franz Kugelmann,Franz Kugelmann,2012-12-21 13:38,"","",2012-12-21,"","",100,2012-12-21 11:24,"","",962400,"",""
44271,TSconfig,Bug,"",Closed,Must have,Document TCAdefaults in Page TSconfig,Francois Suter,Christian Woebbeking,2016-08-13 18:51,"","",2013-01-02,"","",0,2013-01-02 10:27,"","",967150,"",""
44447,Core APIs,Bug,"",Closed,Should have,Correct version in settings file,Francois Suter,Francois Suter,2013-01-11 09:44,"",4.5.0,2013-01-11,"","",100,2013-01-11 09:27,"","",975950,"",""
44555,Extbase Book Translation,Bug,"",Resolved,Must have,"""Temporary link"" to book rendering is now dead",Mitja ,"",2013-01-17 09:14,"","",2013-01-17,"","",0,2013-01-15 21:13,"","",981350,"",""
44838,TypoScript Reference (TSref),Bug,"",Resolved,Must have,Wrong examples for type boolean,Peter Neelmeyer,Chris topher,2013-02-05 17:41,"","",2013-01-27,"","",100,2013-01-27 10:20,"","",995450,"",""
44868,ReStructured Text Infrastructure,Bug,"",Resolved,Must have,Link Broken on docs.typo3.org,d.ros no-lastname-given,Martin Bless,2013-01-28 16:52,"","",2013-01-28,"","",0,2013-01-28 10:05,"","",996950,"",""
44940,wiki.typo3.org,Bug,"",Resolved,Should have,Update t3doc and t3ext interwiki links,Chris topher,Chris topher,2013-12-21 14:45,"","",2013-01-29,"","",100,2013-01-29 21:19,"","",1000100,"",""
45057,FAL Documentation,Bug,"",Closed,Must have,Dead link to documentation,Patrick Crausaz,Francois Suter,2013-02-01 09:40,"","",2013-02-01,"","",0,2013-02-01 07:49,"","",1005100,"",""
45076,TYPO3 Services,Bug,"",Resolved,Should have,Remove classFile configuration option,Christian Kuhn,"",2013-07-08 22:36,"","",2013-02-01,"","",100,2013-02-01 15:50,"","",1006050,"",""
45251,TypoScript in 45 Minutes,Bug,"",Closed,Should have,Wrong operator in an example,Francois Suter,Chris topher,2013-02-25 22:58,"",6.0 (released as version 1.2.0,2013-02-07,"","",100,2013-02-07 15:52,"","",1014650,"",""
45516,TCA Reference,Bug,"",Closed,Should have,Error in the ReST markup  preventing section from proper rendering,Daniel Siepmann,Francois Suter,2013-04-29 22:40,"",6.0.0,2013-02-15,"","",0,2013-02-15 17:00,"","",1027750,"",""
45618,Documentation,Bug,"",Accepted,Should have,Page tree,Henry Bowman,Francois Suter,2013-02-19 21:05,Documentation on typo3.org,"",2013-02-19,"","",0,2013-02-19 19:25,"","",1032750,"",page tree
45710,Templating Tutorial,Bug,"",Resolved,Must have,Correct path to include files,Francois Suter,Francois Suter,2013-02-22 11:36,"",1.0.0,2013-02-21,"","",100,2013-02-21 14:46,"","",1037250,"",""
45780,Documentation Rendering,Bug,"",Resolved,Must have,Repaired the CSS files of the typo3cms/extensions/ manuals,Martin Bless,Martin Bless,2013-02-23 23:14,"","",2013-02-23,"","",0,2013-02-23 23:14,"","",1040650,"",""
45924,TCA Reference,Bug,"",Closed,Should have,Adapt ExtendingTca/StoringChanges/Index.rst to LocalConfiguration.php changes,Christian Kuhn,Francois Suter,2013-04-29 22:40,"",6.0.0,2013-02-28,"","",100,2013-02-28 21:04,"","",1047650,"",""
45925,TCA Reference,Bug,"",Closed,Should have,TCA refactoring documentation,Christian Kuhn,Francois Suter,2013-04-29 22:39,"",6.1.0,2013-02-28,"","",100,2013-02-28 21:06,"","",1047700,"",""
45926,Core APIs,Bug,"",Closed,Should have,Remove mentions of loadTCA,Christian Kuhn,"",2013-05-16 23:13,"",6.1,2013-02-28,"","",100,2013-02-28 21:20,"","",1047750,"",""
46188,TCA Reference,Bug,"",Closed,Should have,Add dbType configuration property of date fields,Oliver Hader,Francois Suter,2013-04-29 22:40,"",6.0.0,2013-03-11,"","",100,2013-03-11 23:46,"","",1060800,"",""
46223,Documentation,Bug,"",Closed,Should have,Redirect from tsref.net to new documentation,Ernesto Baschny,Francois Suter,2013-03-18 22:14,Documentation on typo3.org,"",2013-03-13,"","",0,2013-03-13 09:41,"","",1062350,"",""
46353,Core APIs,Bug,"",Closed,Should have, since 6.0 ext_icon can also be PNG,Joh. Feustel,Francois Suter,2013-05-16 23:13,"",6.0,2013-03-16,"","",100,2013-03-16 12:59,"","",1068850,"",""
46374,Core APIs,Bug,"",Closed,Should have,Replace t3lib_log occurences with namespaces in CoreApiReference/ApiOverview/Logging ,Steffen Müller,Francois Suter,2013-05-16 23:13,"",6.0,2013-03-17,"","",100,2013-03-17 01:51,"","",1069900,"",""
46375,Core APIs,Bug,"",Closed,Should have,Link to PHP reference when referring to PHP functions in CoreApiReference/ApiOverview/Logging ,Steffen Müller,Francois Suter,2013-05-16 23:13,"",6.0,2013-03-17,"","",100,2013-03-17 01:52,"","",1069950,"",""
46406,Coding Guidelines,Bug,"",Resolved,Should have,"""static"" keyword should be the first word in the function definition",Ralf Merz,Chris topher,2013-05-08 01:36,"","",2013-03-18,"","",100,2013-03-18 16:15,"","",1071500,"",""
46529,Core APIs,Bug,"",Closed,Should have,Improve description of custom translations,Francois Suter,Francois Suter,2013-05-16 23:13,"",6.0,2013-03-22,"","",100,2013-03-22 09:51,"","",1077550,"",""
46726,TCA Reference,Bug,"",Closed,Should have,Missing property typeicon_classes,Francois Suter,Francois Suter,2013-04-29 22:40,"",6.0.0,2013-03-27,"","",100,2013-03-27 17:10,"","",1087250,"",""
46818,Core APIs,Bug,"",Closed,Should have,Cache: New xcache cache backend,Christian Kuhn,Francois Suter,2013-05-16 23:13,"",6.1,2013-03-31,"","",100,2013-03-31 15:25,"","",1091600,"",""
47298,FAL Documentation,Bug,"",Resolved,Must have,"FAL Example ""Copying a file"" not working",Christian Ludwig,Chris topher,2013-07-09 13:06,"","",2013-04-16,"","",100,2013-04-16 21:36,"","",1115400,"",""
47598,TCA Reference,Bug,"",Closed,Must have,Wrong label for input-type fields,Francois Suter,Francois Suter,2013-04-29 22:40,"",6.0.0,2013-04-26,"","",100,2013-04-26 11:57,"","",1130200,"",""
47642,Core APIs,Bug,"",Closed,Must have,Fatal error: Class 'ExtensionManagementUtility' not found,Franz Holzinger,"",2013-04-27 14:36,"",6.0,2013-04-27,"","",0,2013-04-27 14:32,"","",1132400,"",""
47643,Core APIs,Bug,"",Closed,Should have,"constant ""file.templateFile"" is not replaced in TypoScript",Franz Holzinger,Francois Suter,2013-04-28 13:50,"",6.0,2013-04-27,"","",0,2013-04-27 14:40,"","",1132450,"",""
