#;Project;Tracker;Parent task;Status;Priority;Subject;Author;Assigned To;Updated;Category;Target version;Start date;Due date;Estimated time;% Done;Created;Story points;Velocity based estimate;Position;Remaining (hours);Tags;Description
63520;TypoScript Reference (TSref);Task;;Resolved;Should have;Document deprecation of conditions browser, version, system and useragent;Chris topher;Chris topher;2/12/2014 19:14;;7;2/12/2014;;;100;2/12/2014 18:51;;;-161850;;;"#60574 deprecated these client related TypoScript conditions: browser, version, system and useragent

Conditions that depend on client details are unlovely for a number
of reasons:

* Per condition or permutation of conditions that matches, the frontend
  creates a different cache entry. This can lead to a very high number
  of cache entrys per page
* Most usual conditions for specific browsers can nowadays turned into
  conditional CSS includes
* Conditions based on browser or clients on server side are
  bad practice.
* If conditions for specific clients or devices are still needed, they
  should be done with a userFunc condition and a project like WURFL
  that keep the device information more recent than the current core
  code like matching AMIGA
* Setups like reverse proxies give additional headaches with these
  types of conditions
* All client related condition types are deprecated with this patch.

And see Deprecation-60574-ClientRelatedConditions.rst"
63485;ReStructured Text Infrastructure;Bug;;New;Should have;Rendering issue on Flow documentation;Christian Müller;;1/12/2014 17:04;;;1/12/2014;;;0;1/12/2014 17:04;;;-160100;;;"Don't know if this is an issue in the rendering infrastructure or in our documentation, if it is the documentation please tell me so.

Have a look at: http://docs.typo3.org/flow/TYPO3FlowDocumentation/TheDefinitiveGuide/PartV/ValidatorReference.html

See the menu in the left sidebar, every submenu item appears three times."
63481;TypoScript Reference (TSref);Task;;Resolved;Should have;"Add ""auto"" absRefPrefix option";Chris topher;Chris topher;5/3/2015 19:01;;7;1/12/2014;;;100;1/12/2014 14:02;;;-159900;;;"#58366 aims to add a new option to config.absRefPrefix.

When committed, document it!"
63366;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.7;Chris topher;Chris topher;27/11/2014 15:08;;;27/11/2014;;;100;27/11/2014 15:01;;;-154150;;;"The release fixes a number of security related bugs in 1.23.6.

Also check extensions, which might be vulnerable as well."
63363;TSconfig;Bug;;Closed;Should have;?? ???????????? ???????? ?? 15?? ????????;Ivan Mihailovich;;6/12/2015 21:45;;;27/11/2014;;;0;27/11/2014 12:20;;;-154000;;;
63361;TSconfig;Bug;;Closed;Should have;?? ???????????? ????????+???????? ?? ??????? ?????? ?? ?????.;Ivan Mihailovich;;6/12/2015 21:43;;;27/11/2014;;;0;27/11/2014 11:42;;;-153900;;;"?? 7?? ???????? ??????????? ""doc_core_tsconfig_ru"" ????????? ???????? ?? ????????????? ?????? + ???????? ??? ??? ""????????????"" ? ?? ???????. "
63360;TSconfig;Bug;;Closed;Should have;??????? ?????????? ???????????.;Ivan Mihailovich;;6/8/2016 14:42;;;27/11/2014;;;0;27/11/2014 11:33;;;-153850;;;"?? 6?? ???????? ??????????? ""doc_core_tsconfig_ru"" , ???? ?????, ? ??????? ????????? ?????? 2 ?????????? ???????????.
""???????? ?usergroup? ? ?loginUser? ????????? ? ??????? ? ????????????? ??????????? ??????????, ??????????????, ? ?? ? ??????? ? ????????????? ???????? ????????????????? ?usergroup? ? ?loginUser? ????????? ? ??????? ? ????????????? ??????????? ??????????, ??????????????, ? ?? ? ??????? ? ????????????? ???????? ??????????."""
63352;TypoScript Reference (TSref);Task;;Resolved;Must have;Document the stdWrap property for stdWrap methods;Jo Hasenau;Chris topher;29/11/2014 23:19;;6.0;26/11/2014;;;100;26/11/2014 23:54;;;-153450;;;"Since TYPO3 4.5 almost the whole set of stdWrap methods has been stdWrap enabled by default. There are just a few exceptions, which can be found in \TYPO3\CMS\Frontend\ContentObject\ContentObjectRenderer::$stdWrapOrder and are marked as hook, cObject, functionName or stdWrap. Any other methodname followed by a dot and marked as array will trigger stdWrap itself.

This way you could even do things like

innerWrap.if.isTrue.dataWrap.wrap.override.data = GP:blah

The list of stdWrap methods in TSref is still missing a lot of ""/stdWrap"" indicators though, which is why people for example will switch to outerWrap or innerWrap, although wrap would have had stdWrap properties too."
63117;TypoScript Reference (TSref);Feature;;Closed;Must have;FLUIDTEMPLATE now supports fallback paths;Markus Klein;Francois Suter;27/11/2014 21:51;;6.2;20/11/2014;;;100;20/11/2014 23:54;;;-141750;;;"This is a backport from version 7.
Please check Feature-61361-FallbackTemplatePathsForFluidStandaloneView.rst file there."
63010;TSconfig;Bug;;Closed;Should have;"Implement ""clear cache of page and all sub pages"" by correct tagging  use in template module";Christian Kuhn;;16/11/2014 17:17;;;16/11/2014;;;0;16/11/2014 16:22;;;-136400;;;"This text was a response to #60045 in the first place.



Scenario: An instance under load with lots of TS records that are changed on live directly. While this is often an unwanted scenario, it still may happen for ""microsites"" instances - lots of sites with small page trees. The clearCacheCmd('all') fired by the TypoScript module is then disadvantegous, since it kills way too many cache entries where only entries of the page with the TS record and all its children should be cleared.

The solution to just disable the page clear however is not sufficient, since caches of subpages are not cleared, so the proposed solution is only useful if pages with a changed TS record have no sub pages.

More general approach: Tag a fe cache entry with its rootline. So if a cache entry belongs to page 42 which is a child of page 23 and that is a child of page 5, then page 42 cache entry would be tagged with ""isChildOf_23"" and ""isChildOf_5"" (or similar). The change the TS module to not fire clearCacheCmd('all'), but clearCacheCmd('cacheTag:isChildOf_5') if TS record of page 5 is changed. clearCacheCmd can do that already. Cache entry for page 23 and 42 would be cleared then. Also flush by tag ""PageId_5"". If done, exactly the correct cache entries would be killed and nothing more.
It may only happen that if you ""flushByTag"" a page that alredy has lots of sub pages takes quite some time, so in this case it may be quicker to just ""flush whole cache"" - this does a truncate on Typo3DbBackend cache and an rm -r on file caches and is much quicker than a lengthy ""delete nearly everything"". So, we'd probably need PageTS that controls the flush behaviour (with default to flushByTag).

Tagging caches in the frontend with its ""rootline"" could be beneficial for other things as well, maybe for the list/page module for example: Eg. storing a record on a storage page X then triggers a ""clear caches of page Y and Z and all their sub pages, which is currently also not possible.

Todo:
Find out if the above solution is sane and do-able.
Add functionality to add ""rootline"" tags to cache_pages in the frontend.
Find out usage of pagesection and see if this one can be tagged as well or if the cache entries are re-used on different pages again - which may torpedo the above idea.
Find a sane pageTS syntax to feed clearCacheCmd with options like 'kill everthing below ""me""' and implement it.
I'm not 100% sure if the above will survive all checks, but it sounds like a good idea to me. Better tagging in the frontend is long overdue anyway and it may help us at other places as well. I've raised some attention towards this issue to some active contributors already (eg. Markus Klein and Helmut Hummel), we think that this issue could probably be solved this way, but at the moment no one is really digging deep into that and actually working on it - this is one reason why an answer took longer, I'm really sorry for that.

Alexander, what do you think, is this a good idea and are you feeling you could dive into this overall topic and search for progress here? I would happily help with providing more information, ideas and technical insights that I have on my radar - eg. I know the caching framework pretty well, but I don't know the FE details on my own without digging myself.

I know that the proposed solution is much more complex than just disabling the clear cache action, but I really think this would go into the right direction. My gut feeling is this would be do-able and won't end in ""complexity hell"", cache_pages should be fine, my only doubts are regarding sub cache layers like pagesection, those should get an eye first.
"
63009;TSconfig;Bug;;Closed;Should have;Document options.pageTree.altElementBrowserMountPointsAppend setting;Alexander Stehlik;;6/8/2016 15:14;;;16/11/2014;;;0;16/11/2014 14:52;;;-136350;;;In #50780 a new setting is introduced, that allows appending the element browser mount points instead of replacing them.
62818;TypoScript Reference (TSref);Bug;;Closed;Should have;config.doctype: Fallback to HTML4 is not correct any more;aimcom no-lastname-given;Francois Suter;27/11/2014 14:04;;6.2;10/11/2014;;;100;10/11/2014 11:45;;;-126800;;;In the TypoScript reference for @config.doctype@ is written that the default value is the HTML 4 Transitional doctype. This behaviour was changed in revision https://forge.typo3.org/projects/typo3cms-core/repository/revisions/e7e0a29a1885a4229fdd92a7a0e5c13aeb3173e8. Since then, the default doctype is HTML5. It would be nice if the documentation was updated.
62635;Documentation Rendering;Bug;Epic #60470: Enhance PDF rendering;New;Should have;Native high resolution images are too small in PDF;Xavier Perseguers;Xavier Perseguers;3/11/2014 8:39;;;3/11/2014;;;0;3/11/2014 7:25;;;-117650;;;"Since #62597, images with a native resolution of more than 72 dpi are embedded at a smaller size than before.

This is the case for instance when a screenshot is created on a retina-enabled machine such as a recent MBP where PNG screenshots have a native resolution of 144 dpi instead of 72.

When the pixel density is properly stored within the image, pdflatex is using it to properly resize the image accordingly but since #62597 we take for granted that every image is 72 dpi, and resize them to 50%. This makes higher resolution images appear too small.

According to http://newsgroups.derkeiler.com/Archive/Comp/comp.text.tex/2008-05/msg00624.html it should be possible to read the actual image resolution during rendering and change the resize factor dynamically instead of hardcoding it to 50%.

I would recommend to include images whose resolution is > 72 dpi at a 1:1 ratio without any dynamic computation. This would let the user choose the actual resolution (think of 300 dpi images for instance).

**Note 1:** see instructions ""here"":http://www.webdesignerdepot.com/2010/02/the-myth-of-dpi/ on how changing the resolution in Photoshop without altering the pixel size.

**Note 2:** Although the previous article states that PNG do not hold dpi, this problem has been found with a PNG, maybe the info is only true if the image was saved for the web in Photoshop."
62620;Installation and Upgrade Guide;Task;;Resolved;Should have;Add information about the minimum version to upgrade from;Chris topher;Chris topher;8/8/2016 16:42;;7;2/11/2014;;;0;2/11/2014 11:49;;;-116900;;;"The upgrade to TYPO3 CMS 7.x will only be possible from TYPO3 CMS 6.2.x or newer, not from older versions. Reason is that e.g. old upgrade wizards (also those, which had only been added in 6.2) have been removed in 7[1] and are expected to have been run. Add this required minimum version to the Upgrade section of the guide, e.g. here:
http://docs.typo3.org/typo3cms/InstallationGuide/Upgrade/


[1] https://git.typo3.org/Packages/TYPO3.CMS.git/commit/b66ff8c0ab815879afee0b0fa45c836984505152"
62597;Documentation Rendering;Feature;Epic #60470: Enhance PDF rendering;Closed;Should have;Higher output resolution for images;Xavier Perseguers;Xavier Perseguers;3/11/2014 7:11;;;1/11/2014;;;100;1/11/2014 13:49;;;-115750;;;"Embedded images automatically adjust to fit the width of a text line.

However smaller images are shown at a (typically) 72 dpi resolution and don't look as good as larger ones which have been resized:

Small image:

!small.png!

Large image:

!large.png!"
62543;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.6;Chris topher;Chris topher;29/10/2014 19:24;;;29/10/2014;;;100;29/10/2014 19:19;;;-113050;;;"The release fixes a number of security related bugs in 1.23.5.

Also check extensions, which might be vulnerable as well."
62512;TSconfig;Feature;;New;Should have;Make properties linkable;Christian Weiske;;28/10/2014 12:49;;;28/10/2014;;;0;28/10/2014 11:31;;;-111500;;;"I wanted to link to property ""defLangBinding"" on page
http://docs.typo3.org/typo3cms/TSconfigReference/PageTsconfig/Mod/Index.html, but there is no anchor in the HTML for that property."
62200;Documentation Rendering;Bug;Task #68900: Extend RenderTask.php to render every manual;Resolved;Should have;"Avoid ""Versions"" menu when no versions are available";Francois Suter;Martin Bless;18/12/2015 23:03;;;13/10/2014;;;0;13/10/2014 21:32;;;-95900;;;"On docs.typo3.org, the ""Versions"" menu in the top right corner is always displayed, even when there are no versions. More embarrassing, it is actually possible to click on it, which lands the visitor on the ""undefined"" page. You can try it quite simply on the home page: http://docs.typo3.org/

If it is too complicated to hide it, it should at least not be clickable."
62163;Documentation Rendering;Task;;New;Should have;Upgrade to Debian Wheezy;Xavier Perseguers;;28/4/2015 11:46;;;11/10/2014;;;0;11/10/2014 16:13;;;-94050;;;"We are still stuck with Debian Squeeze, I guess because of script requirements by the infrastructure team.

Debian Squeeze is really outdated now, and we could gain from using Debian Wheezy (e.g., with package ""pandoc"" which is near to useless with Markdown reading currently in Squeeze)."
62126;TypoScript in 45 Minutes;Task;;Closed;Must have;Update for FAL;Francois Suter;;6/8/2016 14:29;doc_tut_ts45;7;9/10/2014;;;0;9/10/2014 14:28;;;-92200;;;"Page http://docs.typo3.org/typo3cms/TyposcriptIn45MinutesTutorial/TypoScriptFunctions/ImgResource/Index.html describes how to use an image which has been attached to a page's ""Media"" field. But it still uses the ""old"" way this worked. The example should use FAL references instead."
62099;TypoScript Reference (TSref);Feature;;Resolved;Should have;IMGRESOURCE: Document stdWrap for frame property;Stefan Froemken;Chris topher;28/11/2014 15:27;;6.2;8/10/2014;;;100;8/10/2014 10:13;;;-90850;;;"Hallo Docu-Team,

Please add ""stdWrap"" to property ""frame"" here:
https://review.typo3.org/#/c/33179/

Wouter has added them to the 6.2 branch here:
https://review.typo3.org/#/c/33188/2/typo3/sysext/frontend/Classes/ContentObject/ContentObjectRenderer.php

Stefan"
62025;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.5;Chris topher;Chris topher;3/10/2014 15:24;;;3/10/2014;;;100;3/10/2014 15:24;;;-87150;;;"The release fixes a number of security related bugs in 1.23.4.

Also check extensions, which might be vulnerable as well."
61979;Core APIs;Bug;;Rejected;Should have;Unable to connect to SignalSlot Dispatcher;Gianluca Strafella;;30/9/2014 15:41;;6.2;30/9/2014;;;0;30/9/2014 15:28;;;-84900;;;"To connect my extention to another Signal (of another extention), I wrote this code in the *ext_localconf.php* file (the signal is emitted on frontend):

<pre>
$signalSlotDispatcher = \TYPO3\CMS\Core\Utility\GeneralUtility::makeInstance('TYPO3\\CMS\\Extbase\\Object\\ObjectManager')->get('TYPO3\\CMS\\Extbase\\SignalSlot\\Dispatcher'),
$signalSlotDispatcher->connect('...'),
</pre>

When I try to browse some page on frontend, I get this fatal error:


_Fatal error: Call to a member function exec_SELECTgetSingleRow() on a non-object in /var/www/typo3/sysext/core/Classes/Cache/Backend/Typo3DatabaseBackend.php_

It seems that I cannot use the ObjectManager to get another class instance, in file ext_localconf.php. If I change the istruction with this:

<pre>
$signalSlotDispatcher = \TYPO3\CMS\Core\Utility\GeneralUtility::makeInstance('TYPO3\\CMS\\Extbase\\SignalSlot\\Dispatcher'),
</pre>

all works fine.

Thank you,
Gianluca"
61888;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.4;Chris topher;Chris topher;25/9/2014 16:30;;;25/9/2014;;;100;25/9/2014 16:30;;;-80400;;;"The release fixes a number of security related bugs in 1.23.3.

Also check extensions, which might be vulnerable as well."
61669;ReStructured Text Infrastructure;Suggestion;;Resolved;Should have;Banner when documentation is using OpenOffice;Xavier Perseguers;Xavier Perseguers;2/10/2014 12:02;;;17/9/2014;;;100;17/9/2014 8:58;;;-69600;;;"In order to raise awareness that OpenOffice documentation is deprecated (although still supported), I would suggest to show a warning banner on each generated HTML page, similar to the ""outdated banner on TER"":http://typo3.org/extensions/repository/view/powermailext.

This could be easily implemented by adding a conditional HTML block in our template and enabling it during rendering, since original manual format is known.

Let us discuss that during our meeting, tomorrow."
61492;TypoScript Reference (TSref);Task;;Resolved;Should have;Documentation for new, custom TypoScript conditions;Benni Mack;Chris topher;30/11/2014 21:11;;7;10/9/2014;10/9/2014;;100;9/9/2014 23:38;;;-60750;;;see https://review.typo3.org/#/c/32695 and the REST file.
61314;Documentation Rendering;Task;;Resolved;Should have;Remove hack from cron_rebuild.sh;Chris topher;Chris topher;25/9/2014 20:35;;;2/9/2014;;;100;2/9/2014 14:26;;;-51850;;;"cron_rebuild.sh currently contains a hack to manipulate the generated tex file in order to change styled quotes in literal blocks to straight quotes.

The new Sphinx version 1.2.3 contains a bugfix for this issue (see issue 636 of the Sphinx tracker).

Test and then remove our hack again!"
61244;wiki.typo3.org;Task;;Closed;Should have;Update MediaWiki to 1.23.3;Chris topher;Chris topher;28/8/2014 13:46;;;28/8/2014;;;100;28/8/2014 13:42;;;-48350;;;"The release fixes a number of security related bugs in 1.23.2.

Also check extensions, which might be vulnerable as well."
61233;TypoScript Syntax;Bug;;Closed;Must have;Typoscript media resource from page in HMENU duplicate or missing (CUR);Simon Huebner;;6/12/2015 22:43;;;27/8/2014;;;0;27/8/2014 21:24;;;-47800;;;"I'm having a HMENU with 2 layers TMENU. The subitems are displayed with its media resource image. It works so far:

<pre>
10 = FILES
                    10 {
                        references {
                            table = pages
                            uid.data = field = uid
                            fieldName = media
                            data = levelmedia:-1, slide
                            treatIdAsReference = 1
                            listNum = 0
                        }
                        renderObj = TEXT
                        renderObj {
                            data = file:current:publicUrl
                            wrap = <img src=""|"" />
                        }
                    }
</pre>

When I'm on a page of this menuitem, the image in currentpage's menuitem disappears and in siblings menuitem currentpage's menuitem appears _before_ their own image. So the siblings menuitems has _two_ images then.

It is like:

STATUS ""not any of these menuitems is active"":
everything is fine.
<a><img /></a>


Status ""any of these menuitems is active"":
activemenuitem markup: 
<a></a> (no image)

siblings menuitem markup
<a><img of current menuitem /><img correct /></a>


very strange.

Any hints?

Typo3 Version is 6.2.4
Thanks


"
61130;ReST tools;Bug;;Resolved;Should have;Same warnings.txt file for all extensions;Francois Suter;Xavier Perseguers;25/8/2014 8:57;;;21/8/2014;;;100;21/8/2014 21:52;;;-42650;;;"As we discovered during tonight's team meeting, the ""warnings.txt"" file is the same for all extensions. This must be fixed so that we can advertise existence of this file to extension developers (until we have better feedback via the Flow application)."
61040;Security Guide;Task;;Rejected;-- undefined --;URL corruption at the browser bar;Jens Schroeder-Fuerstenberg;;19/8/2014 5:28;;;18/8/2014;;;0;18/8/2014 20:25;;;-38150;;;"I have no idea whether this observation belongs to Typo3 or not. However, since today my firefox (version 31.0) browserbar shows the results (see image browserleiste_komische_resultate.png) when moving over certain entries of the left menu bar. 

The support of my hosting company could confirm the observation from his computer too.

It doesn't happen when I do this with the English version an it doesn't happen with the Internet Explorer with both German and English version. 

I tried on online website virus and malware check and both were negative. 

Do you have an idea?  Thanks in advance

Jens 


"
61029;Coding Guidelines;Bug;;Closed;Must have;Update copyright header;Patrick Schriner;Michael Schams;20/10/2014 15:52;;;18/8/2014;;0.25;100;18/8/2014 12:59;;;-37600;;;"Issue: #59535 changed the copyright header for TYPO3 6.2

Shouldn't the CGL reflect that change? (http://docs.typo3.org/typo3cms/CodingGuidelinesReference/singlehtml/#copyright-notice)

I haven't checked with the ExtensionBuilder extension yet.
"
61005;Documentation Rendering;Bug;Epic #60470: Enhance PDF rendering;New;Should have;Improve positioning of figures in PDF files;Chris topher;;2/10/2014 12:10;;;16/8/2014;;;0;16/8/2014 15:37;;;-36400;;;"When we put images in a manual, the exact place is always chosen intentionally and it often is important that the image is _exactly there_ and not somewhere else. However, currently images are often displaced by several paragraphs, I even found some, which were displaced for several _pages_.

The generated LaTeX files have figures in them like so:
<pre>
\begin{figure}[htbp]
...
\end{figure}
</pre>

The values behind the word ""figure"" tell the LaTeX renderer how it should render the image:
h=here
t=top of next page
b=bottom of page
p=somewhere later on a page together with other images

All these values do _not_ place the images the way we want. Even only using ""h"" still does not always place the image directly where it belongs. This can also not be fixed by using ""!h"" like so: @\begin{figure}[!h]@. ""!h"" strongly suggests LaTeX to really put the image where it has been found. However, should it for some reason not fit at that exact place, LaTeX will float following text above the image, which again displaces it. 

Using @\begin{figure}[H]@ finally _does_ position images correctly. In my tests this was the _only_ way to get images placed properly (tested with the CoreAPIReference). 

This value can be set in conf.py in the latex_elements section:
<pre>
'figure_align': 'H'
</pre>
""Docs"":http://sphinx.readthedocs.org/en/latest/config.html#options-for-latex-output

In order for this option (""H"") to work, we need to use the package ""float"" in the tex file like so:
<pre>
\usepackage{float}
</pre>

However, our version of sphinx (version 1.2pre) does not yet support the ""figure_align"" option. We will have to update sphinx to a current version in order to get support for it. ""This is the commit we want."":https://bitbucket.org/birkenfeld/sphinx/commits/0f18c81b53fcaa4db81afaa2d5cf7c32edde93b9 (not yet released)

In the meantime we can fix this by modifying the generated tex file, e.g. with @sed@ from inside cron_rebuild.sh:
<pre>
    sed -i"""" 's/\\usepackage{typo3}/\\usepackage{float}\n\\usepackage{typo3}/' $BUILDDIR/latex/$PROJECT.tex
    sed -i"""" 's/\\begin{figure}\[htbp\]/\\begin{figure}\[H\]/' $BUILDDIR/latex/$PROJECT.tex

</pre>"
60997;Documentation Rendering;Bug;Epic #60470: Enhance PDF rendering;Resolved;Should have;Add linebreaks in literal blocks;Chris topher;Chris topher;25/9/2014 13:26;;;15/8/2014;;;100;15/8/2014 15:21;;;-36000;;;"Our code blocks have long lines, which get cut off in the PDF version as they do not fit onto the page.

Add line breaks so this won't happen!

---

Same question, but yet unsolved: http://stackoverflow.com/questions/15580456/ignore-newline-in-rst-literal-block"
60962;Documentation Rendering;Bug;Epic #60470: Enhance PDF rendering;Resolved;Should have;Adjust colors in PDFs;Chris topher;Chris topher;20/2/2015 11:38;;;13/8/2014;;;100;13/8/2014 19:34;;;-34250;;;"The TYPO3 orange is Hex #FF8700 = RGB 255/135/0 or RGB in percentages 100, 53, 0 and should be set for links and headlines, which can according to [1] be done by adding to typo3.sty:

<pre>
\definecolor{typo3orange}{rgb}{1.0, 0.53, 0}

\def\linkcolor\typo3orange
\def\headtextcolor\typo3orange

\def\visitedlinkcolor\grey
</pre>

(?grey? might already be predefined.)

For my eyes the readability of the result - also in printing - is absolutely ok. 

Readability for printing optionally could be improved by setting @ocgcolorlinks@ for the hyperlinks package like so:
<pre>
\usepackage[ocgcolorlinks]{hyperref}
</pre>

This option could then be given when loading hyperref. Note that you cannot give it in \hypersetup. However, in _my_ opinion setting @ocgcolorlinks@ is not necessary at all.

---

[1] http://sphinx-doc.org/theming.html
"
60879;Documentation;Bug;;New;Should have;ReST Documentation of extension placements not rendered after upload to TER;Dirk Wenzel;;11/8/2014 17:01;Manuals;;10/8/2014;;;0;10/8/2014 20:08;;;-30100;;;"After uploading my extension placements via Web form the included ReST documentation is not being rendered.
I my local environment (TYPO3 6.2.4 BE with Sphinx Extension version 2.1.0 and version Sphinx version 1.2.2)  everything seems allright.

I removed the default doc/manual.sxw and did a new upload. This didn't help either.

Could you please help me figure out what's wrong.

Cheers
Dirk"
60870;ReST tools;Bug;;Resolved;Should have;Improve ref-targets-list directive;Chris topher;Chris topher;25/9/2014 16:28;;;9/8/2014;;;100;9/8/2014 15:58;;;-29650;;;"The @..ref-targets-list::@ directive does not work correctly in the singlehtml and PDF versions: 

It creates links to ChapterName/Index.html#anchor-name (and to the according .rst file). Appending the anchor-name is correct, however, for the singlehtml version the *file* of the link target (ChapterName/Index.html) is wrong, the linked files do not exist there. 
Instead the links should always point to the central Index.html file. The link to the rst file (which points to the _source/ folder) should be removed, the singlehtml version does not come with a _source/ folder currently.

For the PDF version neither the target in the source files nor in the PDF is linked, either fix the links to point to the accoring label in the PDF (more or less like the TOC does) or I would tend to just leaving the directive out in the PDF files. Or maybe better (given that the _chapter_ will be there anyway) only put a sentence like ""An overview of the labels for cross linking can be found here: "" and then the URL to the online documentation in its default version.


Will need change in https://git.typo3.org/Documentation/RestTools.git/blob/HEAD:/ExtendingSphinxForTYPO3/src/t3sphinx/ext/targets.py, process_reftargetslist_nodes(). The definition of relpath and/or rstrelpath should be changed."
60843;Documentation Rendering;Task;Epic #60470: Enhance PDF rendering;Resolved;Should have;Change the TYPO3 logo;Xavier Perseguers;Xavier Perseguers;8/8/2014 7:22;;;7/8/2014;;;100;7/8/2014 16:22;;;-28350;;;The TYPO3 logo is fully orange instead of having black text.
60838;Documentation Rendering;Bug;;Resolved;Should have;Fix broken search in the singlehtml versions;Chris topher;Chris topher;7/8/2014 12:46;;;7/8/2014;;;100;7/8/2014 12:25;;;-28100;;;"The singlehtml version shows a search box and it in fact makes sense to search a document although you have its complete text in the browser as the website search shows you all hits listed nicely directly below each other. However, currently the search in the singlehtml version only leads to a 404 error page.

Reason is that singlehtml/search.html gets requested, which is not there. Correct would be to request search.html instead.

Fix with an external, permanent redirect.

"
60828;Documentation Rendering;Task;;Resolved;Should have;Add styling for the left hand side menu in the singlehtml version;Chris topher;Chris topher;6/8/2014 19:23;;;6/8/2014;;;100;6/8/2014 19:07;;;-27600;;;"I had a look at the singlehtml/ version of the manuals and I saw that the left hand side menu is still broken.

I have tested the problem and I think this can be fixed by ?simply? adding the correct ids/classes to the HTML code (with other words: the CSS needed for the styling is already there and no change is needed at that point).

In the ?ordinary? page versions (e.g. http://docs.typo3.org/typo3cms/InstallationGuide/ ) this is what the HTML code looks like:

<pre>
<ul id=""nav-aside"" class=""cnt-2"">
<li class=""toctree-l1 nav-aside-lvl1 cnt-3"">
<a class=""cnt-5 nav-aside-lvl1 reference internal"" href=""Introduction/Index.html"">Introduction</a>
</li>
<li class=""toctree-l1 nav-aside-lvl1 cnt-6"">
<a class=""cnt-8 nav-aside-lvl1 reference internal"" href=""QuickInstall/Index.html"">Introduction</a>
</li>
</pre>
The result of this HTML is styled correctly.


In the singlehtml/ version however, (e.g. http://docs.typo3.org/typo3cms/InstallationGuide/singlehtml/ ) this in contrast is the HTML code (note the missing classes):
<pre>
<ul>
<li class=""toctree-l1"">
<a class=""reference internal"" href=""Index.html#document-Introduction/Index"">Introduction</a>
</li>
<li class=""toctree-l1"">
<a class=""reference internal"" href=""Index.html#document-QuickInstall/Index"">Quick Installation</a>
</li>
</pre>
The result is unstyled.

I could fix this by adding exactly three things:
Add to the ul tag: id=""nav-aside"" and
Add to each li tag the class: ""nav-aside-lvl1"" and
Add to each a tag the class: ""nav-aside-lvl1""

Where and how must these changes be integrated in order to by default become part of all newly generated singlehtml/ versions?
"
60813;TYPO3.Docs;Task;;New;Should have;Update Domain Models;Marc Neuhaus;Marc Neuhaus;6/8/2014 9:33;;;6/8/2014;;;0;6/8/2014 9:33;;;-26850;;;http://dl.dropbox.com/u/314491/Screenshots/770pcjapj5r9.png
60744;Security Guide;Task;;Closed;Should have;Raise version of TYPO3 Security Guide to 1.0.6;Michael Schams;Michael Schams;4/8/2014 14:00;;1.0.6;21/3/2014;;3.00;100;2/8/2014 14:40;;;-23400;;;"Raise version of the TYPO3 Security Guide to version 1.0.6.
Depends on review of #57144, #59030 and #59398.
"
60719;Documentation Rendering;Feature;;Closed;Should have;Add piwik tracking code;Francois Suter;;21/8/2014 21:22;;;1/8/2014;;;100;1/8/2014 12:48;;;-22150;;;"As I'm cleaning up the tickets in OTRS, I moving this request to a Forge issue. From Steffen Gebert:

could you please include the following Piwik code in the docs.typo3.org web site?

Would be interesting to see the amount of visitors.
<pre>
<!-- Piwik -->
<script type=""text/javascript"">
  var _paq = _paq || [],
  _paq.push([""trackPageView""]),
  _paq.push([""enableLinkTracking""]),

  (function() {
    var u=((""https:"" == document.location.protocol) ? ""https"" : ""http"") +
""://piwik.typo3.org/"",
    _paq.push([""setTrackerUrl"", u+""piwik.php""]),
    _paq.push([""setSiteId"", ""26""]),
    var d=document, g=d.createElement(""script""), s=d.getElementsByTagName(""script"")[0],
g.type=""text/javascript"",
    g.defer=true, g.async=true, g.src=u+""piwik.js"", s.parentNode.insertBefore(g,s),
  })(),
</script>
<!-- End Piwik Code -->
</pre>"
60689;wiki.typo3.org;Task;;Resolved;Should have;Update MediaWiki to 1.23.2;Chris topher;Chris topher;30/7/2014 22:49;;;30/7/2014;;;100;30/7/2014 22:35;;;-20650;;;"The release fixes a number of security related bugs in 1.23.1.

Also check extensions, which might be vulnerable as well."
60682;Documentation;Bug;;Resolved;Should have;Links to version pages on forge are not working anymore;Christian Nölle;;4/8/2014 16:35;;;30/7/2014;;;100;30/7/2014 14:53;;;-20300;;;"On the page http://docs.typo3.org/typo3cms/TyposcriptReference/singlehtml/ the links to the changed properties are not working anymore (some of them - Changes to 6.2 and 6.1 at least, the others not tested.)

"
60500;TYPO3.Docs;Bug;;New;Should have;Add UserAuthentication;Marc Neuhaus;Marc Neuhaus;23/7/2014 15:20;;;23/7/2014;;;0;23/7/2014 15:20;;;-11200;;;"Most of the functionality needs to be guarded against unauthorized usage.

- create User Model
- create Administrator role
- create a controller to log
- create a policy for all existing controllers that need to be secured "
